config,gate_label,confidence_threshold,n_kept,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,feature_profile
tier0,conf_0.00,0.0,10,0.5,0.5,0.5,0.6,0.4,0.31,mixed
tier0,trained,0.021043489856150635,9,0.45,0.55,0.5555555555555556,0.6666666666666666,0.5,0.31,mixed
tier0,conf_0.05,0.05,6,0.3,0.7,0.5,0.5,0.5,0.29333333333333333,mixed
tier0,conf_0.10,0.1,5,0.25,0.75,0.6,0.6,0.5,0.29333333333333333,mixed
tier0,conf_0.15,0.15,4,0.2,0.8,0.5,0.5,0.3333333333333333,0.16,mixed
tier0,conf_0.20,0.2,3,0.15,0.85,0.6666666666666666,0.6666666666666666,0.5,0.16,mixed
tier0,conf_0.25,0.25,3,0.15,0.85,0.6666666666666666,0.6666666666666666,0.5,0.16,mixed
tier0_tier1,trained,-0.09458275099247317,16,0.8,0.19999999999999996,0.3125,0.6875,0.2833333333333333,0.23290043290043289,mixed
tier0_tier1,conf_0.00,0.0,12,0.6,0.4,0.3333333333333333,0.6666666666666666,0.2708333333333333,0.17575757575757572,mixed
tier0_tier1,conf_0.05,0.05,8,0.4,0.6,0.375,0.75,0.25,0.12,mixed
tier0_tier1,conf_0.10,0.1,7,0.35,0.65,0.2857142857142857,0.7142857142857143,0.25,0.1,mixed
tier0_tier1,conf_0.15,0.15,5,0.25,0.75,0.4,0.6,0.3333333333333333,0.11428571428571428,mixed
tier0_tier1,conf_0.20,0.2,4,0.2,0.8,0.25,0.5,0.3333333333333333,0.08,mixed
tier0_tier1,conf_0.25,0.25,2,0.1,0.9,0.0,0.5,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.00,0.0,15,0.75,0.25,0.5333333333333333,0.8,0.55,0.5357575757575758,mixed
tier0_tier1_tier2,conf_0.05,0.05,8,0.4,0.6,0.375,0.75,0.3333333333333333,0.18888888888888888,mixed
tier0_tier1_tier2,conf_0.10,0.1,8,0.4,0.6,0.375,0.75,0.3333333333333333,0.18888888888888888,mixed
tier0_tier1_tier2,trained,0.1360794861874337,5,0.25,0.75,0.4,0.6,0.3333333333333333,0.11428571428571428,mixed
tier0_tier1_tier2,conf_0.15,0.15,4,0.2,0.8,0.5,0.5,0.3333333333333333,0.13333333333333333,mixed
tier0_tier1_tier2,conf_0.20,0.2,3,0.15,0.85,0.6666666666666666,0.6666666666666666,0.5,0.16,mixed
tier0_tier1_tier2,conf_0.25,0.25,1,0.05,0.95,0.0,0.0,0.0,0.0,mixed
