config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile,diagnosis_target,diagnosis_mode,family_acc,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,mean_family_margin,median_family_margin,family_margin_tau,confidence_tau,status,min_class_count,min_group_count,group_key,include_workload
tier0,20,0.3,0.6,0.3,0.23896103896103896,0.026441100185876885,0.020305165879215478,mixed,feature_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1,20,0.3,0.7,0.3,0.21611721611721615,0.021460263695799665,0.018013796165296678,mixed,feature_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1_tier2,20,0.5,0.7,0.5,0.48659340659340666,0.02016424392060797,0.01898355921388041,mixed,feature_level,whole_run,,,,,,,,,,,,,,,,
tier0,20,0.1,0.55,0.1,0.11636363636363636,0.015434818390261345,0.008308762688939389,mixed,feature_level,post_alert_window,,,,,,,,,,,,,,,,
tier0_tier1,20,0.15,0.3,0.15,0.12380952380952381,0.06403939708049441,0.02275795487417266,mixed,feature_level,post_alert_window,,,,,,,,,,,,,,,,
tier0_tier1_tier2,20,0.15,0.4,0.15,0.16666666666666666,0.053777285216574544,0.017472887521920777,mixed,feature_level,post_alert_window,,,,,,,,,,,,,,,,
tier0,20,0.45,0.7,0.45,0.36,-0.01015542272679668,0.005072868652055973,mixed,hierarchical,whole_run,0.45,0.4,0.6,0.5,0.75,0.4,0.3142857142857143,0.014655584244532399,0.01668667023191028,0.012265639524123453,0.07371409921511606,,,,,
tier0_tier1,20,0.2,0.7,0.2,0.15272727272727274,0.002933440371491662,0.003946578895797276,mixed,hierarchical,whole_run,0.45,0.55,0.45,0.2727272727272727,0.7272727272727273,0.26666666666666666,0.21428571428571427,0.01899315143472702,0.01740219249457454,0.016377429356383068,0.02460919593340175,,,,,
tier0_tier1_tier2,20,0.55,0.7,0.55,0.5367099567099567,0.010383073922415172,0.010834073423802507,mixed,hierarchical,whole_run,0.3,0.45,0.55,0.7777777777777778,0.8888888888888888,0.8,0.7666666666666666,0.01894328939042139,0.01420198493739051,0.019705551471076825,0.11101482057298663,,,,,
tier0,20,0.35,0.65,0.35,0.3038095238095238,-0.015249555365689709,-2.6261785374015467e-05,mixed,hierarchical,post_alert_window,0.45,0.5,0.5,0.2,0.6,0.13333333333333333,0.14666666666666667,0.014655584244532399,0.01668667023191028,0.012265639524123453,-0.06862689974511745,,,,,
tier0_tier1,20,0.25,0.3,0.25,0.17272727272727273,-0.01850740935255156,0.0021785293579837384,mixed,hierarchical,post_alert_window,0.45,0.55,0.45,0.2727272727272727,0.2727272727272727,0.2333333333333333,0.19428571428571428,0.01899315143472702,0.01740219249457454,0.016377429356383068,-0.07274396791565119,,,,,
tier0_tier1_tier2,20,0.2,0.4,0.2,0.2,0.015287285180669356,0.015326795276436045,mixed,hierarchical,post_alert_window,0.3,0.45,0.55,0.0,0.1111111111111111,0.0,0.0,0.01894328939042139,0.01420198493739051,0.019705551471076825,0.08054385997396346,,,,,
tier0,20,0.6,0.8,0.5,0.4218181818181818,0.0336395502360781,0.03380564072043254,mixed,family_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1,20,0.5,0.8,0.4444444444444445,0.3567447045707916,0.027034725483419876,0.03116264897421625,mixed,family_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1_tier2,20,0.55,0.75,0.5833333333333334,0.5310391363022942,0.027216530961125383,0.027830968462286096,mixed,family_level,whole_run,,,,,,,,,,,,,,,,
tier0,20,,,,,,,mixed,supervised,whole_run,,,,,,,,,,,,skipped_insufficient_samples,4.0,4.0,base_case_id,1.0
tier0_tier1,20,,,,,,,mixed,supervised,whole_run,,,,,,,,,,,,skipped_insufficient_samples,4.0,4.0,base_case_id,1.0
tier0_tier1_tier2,20,,,,,,,mixed,supervised,whole_run,,,,,,,,,,,,skipped_insufficient_samples,4.0,4.0,base_case_id,1.0
