config,holdout_workload,case_id,workload,stressor,label_name,label,block_idx,block_start_s,block_end_s,score,pvalue,phase_guard_applied,phase_template_score,phase_tolerance,phase_excess_score,phase_pvalue,block_alert,persist_alert,is_selected_for_diagnosis,diagnosis_selection_weight,threshold,dominant_tier,dominant_mechanism,top_feature_1,top_feature_score_1,top_feature_2,top_feature_score_2,top_feature_3,top_feature_score_3,feature_profile
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,0,0.0,120.0,0.012282963958572871,0.25066904549509367,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.03681400403468038,tier0,memory_io,tier0:uptime_s,0.0013197181580641706,tier0:mem_inactive_bytes,0.0007278436559474789,tier0:syscalls,0.0007057599781961126,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,1,1.0,121.0,0.012263476757138524,0.25066904549509367,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.03681400403468038,tier0,memory_io,tier0:uptime_s,0.0013307766625948745,tier0:mem_inactive_bytes,0.0007298990232106014,tier0:syscalls,0.000707589033940496,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,2,2.0,122.0,0.012285122599101358,0.25066904549509367,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.03681400403468038,tier0,memory_io,tier0:uptime_s,0.0013408590897534284,tier0:mem_inactive_bytes,0.0007312323076757047,tier0:syscalls,0.0007087011066132828,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,3,3.0,123.0,0.012267128698151945,0.25066904549509367,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.03681400403468038,tier0,memory_io,tier0:uptime_s,0.001350132437029558,tier0:mem_inactive_bytes,0.0007311088711819959,tier0:syscalls,0.0007085142199228114,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,4,4.0,124.0,0.012267049301649745,0.25066904549509367,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.03681400403468038,tier0,memory_io,tier0:uptime_s,0.0013586760061137172,tier0:mem_inactive_bytes,0.0007303602917417014,tier0:syscalls,0.0007080872814075737,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,5,5.0,125.0,0.012264375681464008,0.25066904549509367,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.03681400403468038,tier0,memory_io,tier0:uptime_s,0.0013666333449585308,tier0:mem_inactive_bytes,0.0007301793518157853,tier0:syscalls,0.0007078888344299897,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,6,6.0,126.0,0.012260108490915564,0.25066904549509367,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.03681400403468038,tier0,memory_io,tier0:uptime_s,0.0013740233732679624,tier0:mem_inactive_bytes,0.0007293888358092889,tier0:syscalls,0.0007071327200338113,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,7,7.0,127.0,0.012290144445427496,0.25066904549509367,0,0.0,0.0,0.0,1.0,0,0,1,0.20051119839143844,0.03681400403468038,tier0,memory_io,tier0:uptime_s,0.0013809151633591475,tier0:mem_inactive_bytes,0.0007281209742123207,tier0:syscalls,0.0007059831849551237,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,8,8.0,128.0,0.01224447250488811,0.25066904549509367,0,0.0,0.0,0.0,1.0,0,0,1,0.1997660700025022,0.03681400403468038,tier0,memory_io,tier0:uptime_s,0.001387400238401855,tier0:mem_inactive_bytes,0.0007277209344411052,tier0:syscalls,0.000705648591324215,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,9,9.0,129.0,0.012260535398520882,0.25066904549509367,0,0.0,0.0,0.0,1.0,0,0,1,0.20002813283392318,0.03681400403468038,tier0,memory_io,tier0:uptime_s,0.001393563784208974,tier0:mem_inactive_bytes,0.0007276150807644075,tier0:syscalls,0.0007055390959711595,full
