config,gate_label,confidence_threshold,n_kept,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,feature_profile
tier0,trained,-0.00903701502226192,13,0.65,0.35,0.3076923076923077,0.5384615384615384,0.26666666666666666,0.21666666666666665,mixed
tier0,conf_0.00,0.0,13,0.65,0.35,0.3076923076923077,0.5384615384615384,0.26666666666666666,0.21666666666666665,mixed
tier0,conf_0.05,0.05,11,0.55,0.44999999999999996,0.36363636363636365,0.6363636363636364,0.26666666666666666,0.23809523809523808,mixed
tier0,conf_0.10,0.1,8,0.4,0.6,0.5,0.625,0.4444444444444444,0.27142857142857146,mixed
tier0,conf_0.15,0.15,4,0.2,0.8,0.5,0.75,0.6666666666666666,0.3,mixed
tier0,conf_0.20,0.2,1,0.05,0.95,0.0,1.0,0.0,0.0,mixed
tier0,conf_0.25,0.25,1,0.05,0.95,0.0,1.0,0.0,0.0,mixed
tier0_tier1,conf_0.00,0.0,8,0.4,0.6,0.125,0.375,0.2,0.1,mixed
tier0_tier1,conf_0.05,0.05,6,0.3,0.7,0.16666666666666666,0.5,0.25,0.13333333333333333,mixed
tier0_tier1,trained,0.07559154139813067,4,0.2,0.8,0.0,0.25,0.0,0.0,mixed
tier0_tier1,conf_0.10,0.1,4,0.2,0.8,0.0,0.25,0.0,0.0,mixed
tier0_tier1,conf_0.15,0.15,3,0.15,0.85,0.0,0.3333333333333333,0.0,0.0,mixed
tier0_tier1,conf_0.20,0.2,3,0.15,0.85,0.0,0.3333333333333333,0.0,0.0,mixed
tier0_tier1,conf_0.25,0.25,1,0.05,0.95,0.0,1.0,0.0,0.0,mixed
tier0_tier1_tier2,trained,-0.05837747269145563,14,0.7,0.30000000000000004,0.07142857142857142,0.21428571428571427,0.05,0.05714285714285714,mixed
tier0_tier1_tier2,conf_0.00,0.0,14,0.7,0.30000000000000004,0.07142857142857142,0.21428571428571427,0.05,0.05714285714285714,mixed
tier0_tier1_tier2,conf_0.05,0.05,8,0.4,0.6,0.125,0.125,0.1,0.1,mixed
tier0_tier1_tier2,conf_0.10,0.1,6,0.3,0.7,0.0,0.0,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.15,0.15,5,0.25,0.75,0.0,0.0,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.20,0.2,4,0.2,0.8,0.0,0.0,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.25,0.25,4,0.2,0.8,0.0,0.0,0.0,0.0,mixed
