config,holdout_workload,case_id,workload,stressor,label,n_features,block_idx,block_start_s,block_end_s,score,pvalue,block_alert,persist_alert,threshold
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,0,0.0,30.0,0.005070448518958461,0.25050641458474004,0,0,0.01235811605575975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,1,1.0,31.0,0.004993458443643371,0.25050641458474004,0,0,0.01235811605575975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,2,2.0,32.0,0.00505652705765266,0.25050641458474004,0,0,0.01235811605575975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,3,3.0,33.0,0.00506468519554076,0.25050641458474004,0,0,0.01235811605575975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,4,4.0,34.0,0.005050884557859809,0.25050641458474004,0,0,0.01235811605575975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,5,5.0,35.0,0.005055171708130931,0.25050641458474004,0,0,0.01235811605575975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,6,6.0,36.0,0.005045571234236734,0.25050641458474004,0,0,0.01235811605575975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,7,7.0,37.0,0.005034214763599726,0.25050641458474004,0,0,0.01235811605575975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,8,8.0,38.0,0.004948271981627478,0.25050641458474004,0,0,0.01235811605575975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,9,9.0,39.0,0.004918899602131219,0.25050641458474004,0,0,0.01235811605575975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,10,10.0,40.0,0.004898100679096144,0.25050641458474004,0,0,0.01235811605575975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,11,11.0,41.0,0.004870589524879669,0.25050641458474004,0,0,0.01235811605575975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,12,12.0,42.0,0.004863140512489855,0.25050641458474004,0,0,0.01235811605575975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,13,13.0,43.0,0.004889895443011957,0.25050641458474004,0,0,0.01235811605575975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,14,14.0,44.0,0.004930582042660291,0.25050641458474004,0,0,0.01235811605575975
