config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile,diagnosis_target,diagnosis_mode,family_acc,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,mean_family_margin,median_family_margin,family_margin_tau,confidence_tau,status,min_class_count,min_group_count,group_key,include_workload
tier0,20,0.4,0.6,0.4,0.3224242424242424,0.025261715350327296,0.016050637967303244,mixed,feature_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1,20,0.35,0.6,0.35,0.24945054945054945,0.024545382248689605,0.02103910118140194,mixed,feature_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1_tier2,20,0.45,0.6,0.45,0.4256410256410256,0.022769679974713776,0.02081276291906993,mixed,feature_level,whole_run,,,,,,,,,,,,,,,,
tier0,20,0.15,0.65,0.15,0.14153846153846156,0.016302621435080693,0.015933685987997007,mixed,feature_level,post_alert_window,,,,,,,,,,,,,,,,
tier0_tier1,20,0.25,0.5,0.25,0.18,0.020170729865183198,0.0219223232718761,mixed,feature_level,post_alert_window,,,,,,,,,,,,,,,,
tier0_tier1_tier2,20,0.15,0.4,0.15,0.13636363636363638,0.03663896798426685,0.015560465836505818,mixed,feature_level,post_alert_window,,,,,,,,,,,,,,,,
tier0,20,0.25,0.6,0.25,0.20525252525252524,0.002408530155070887,0.01183495983802682,mixed,hierarchical,whole_run,0.4,0.4,0.6,0.375,0.75,0.3333333333333333,0.24000000000000005,0.014216672353907101,0.010873163781946958,0.010474823129139037,0.10187843087877853,,,,,
tier0_tier1,20,0.25,0.6,0.25,0.20606060606060606,0.007223052205561688,0.017609616460871946,mixed,hierarchical,whole_run,0.4,0.65,0.35,0.3076923076923077,0.46153846153846156,0.3333333333333333,0.2571428571428571,0.017450723913881507,0.012655438399685848,0.012865486343702954,0.05545552781862291,,,,,
tier0_tier1_tier2,20,0.35,0.55,0.35,0.3395670995670995,0.005945331738980776,0.013613740815746067,mixed,hierarchical,whole_run,0.4,0.5,0.5,0.3,0.6,0.3,0.27999999999999997,0.017377316392359822,0.014790406550702677,0.008237746320381946,0.014916647642342476,,,,,
tier0,20,0.2,0.6,0.2,0.16333333333333333,-0.006905275592274755,0.0056440566465983805,mixed,hierarchical,post_alert_window,0.4,0.7,0.3,0.21428571428571427,0.6428571428571429,0.2,0.15714285714285714,0.014216672353907101,0.010873163781946958,0.010474823129139037,-0.057977097885575445,,,,,
tier0_tier1,20,0.25,0.55,0.25,0.20042735042735044,-0.010978323014722425,0.013694333579559445,mixed,hierarchical,post_alert_window,0.4,0.8,0.2,0.25,0.4375,0.26666666666666666,0.20987012987012985,0.017450723913881507,0.012655438399685848,0.012865486343702954,-0.07766172868663182,,,,,
tier0_tier1_tier2,20,0.2,0.4,0.2,0.1590909090909091,-0.023024084582918797,0.0016365581076303037,mixed,hierarchical,post_alert_window,0.4,0.4,0.6,0.125,0.25,0.125,0.13333333333333333,0.017377316392359822,0.014790406550702677,0.008237746320381946,-0.03497119474408798,,,,,
tier0,20,0.55,0.75,0.47222222222222215,0.39855072463768115,0.03511248824551363,0.036275964960859636,mixed,family_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1,20,0.5,0.7,0.4444444444444445,0.3567447045707916,0.028527167582915864,0.032411940091452346,mixed,family_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1_tier2,20,0.45,0.75,0.5277777777777778,0.4440422322775264,0.028217331623963136,0.0267190948777304,mixed,family_level,whole_run,,,,,,,,,,,,,,,,
tier0,20,,,,,,,mixed,supervised,whole_run,,,,,,,,,,,,skipped_insufficient_samples,4.0,4.0,base_case_id,1.0
tier0_tier1,20,,,,,,,mixed,supervised,whole_run,,,,,,,,,,,,skipped_insufficient_samples,4.0,4.0,base_case_id,1.0
tier0_tier1_tier2,20,,,,,,,mixed,supervised,whole_run,,,,,,,,,,,,skipped_insufficient_samples,4.0,4.0,base_case_id,1.0
