config,gate_label,confidence_threshold,n_kept,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,feature_profile
tier0,conf_0.00,0.0,12,0.6,0.4,0.3333333333333333,0.5,0.3,0.24666666666666667,full
tier0,trained,0.02056279602989062,11,0.55,0.44999999999999996,0.36363636363636365,0.5454545454545454,0.3,0.27999999999999997,full
tier0,conf_0.05,0.05,6,0.3,0.7,0.16666666666666666,0.5,0.125,0.05714285714285714,full
tier0,conf_0.10,0.1,2,0.1,0.9,0.5,1.0,0.5,0.13333333333333333,full
tier0,conf_0.15,0.15,1,0.05,0.95,1.0,1.0,1.0,0.2,full
tier0,conf_0.20,0.2,1,0.05,0.95,1.0,1.0,1.0,0.2,full
tier0,conf_0.25,0.25,1,0.05,0.95,1.0,1.0,1.0,0.2,full
tier0_tier1,conf_0.00,0.0,12,0.6,0.4,0.08333333333333333,0.3333333333333333,0.05,0.05,full
tier0_tier1,conf_0.05,0.05,10,0.5,0.5,0.1,0.3,0.06666666666666667,0.06666666666666667,full
tier0_tier1,conf_0.10,0.1,8,0.4,0.6,0.0,0.25,0.0,0.0,full
tier0_tier1,conf_0.15,0.15,8,0.4,0.6,0.0,0.25,0.0,0.0,full
tier0_tier1,conf_0.20,0.2,7,0.35,0.65,0.0,0.2857142857142857,0.0,0.0,full
tier0_tier1,conf_0.25,0.25,6,0.3,0.7,0.0,0.16666666666666666,0.0,0.0,full
tier0_tier1,trained,0.3986243833864105,2,0.1,0.9,0.0,0.5,0.0,0.0,full
tier0_tier1_tier2,trained,-0.12123498032027084,17,0.85,0.15000000000000002,0.17647058823529413,0.35294117647058826,0.2,0.16666666666666666,full
tier0_tier1_tier2,conf_0.00,0.0,12,0.6,0.4,0.08333333333333333,0.25,0.1,0.05714285714285714,full
tier0_tier1_tier2,conf_0.05,0.05,8,0.4,0.6,0.0,0.25,0.0,0.0,full
tier0_tier1_tier2,conf_0.10,0.1,5,0.25,0.75,0.0,0.2,0.0,0.0,full
tier0_tier1_tier2,conf_0.15,0.15,5,0.25,0.75,0.0,0.2,0.0,0.0,full
tier0_tier1_tier2,conf_0.20,0.2,3,0.15,0.85,0.0,0.3333333333333333,0.0,0.0,full
tier0_tier1_tier2,conf_0.25,0.25,3,0.15,0.85,0.0,0.3333333333333333,0.0,0.0,full
