config,holdout_workload,case_id,workload,stressor,label,n_features,block_idx,block_start_s,block_end_s,score,pvalue,block_alert,persist_alert,threshold
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,0,0.0,60.0,0.007917995110167407,0.2505510653930933,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,1,1.0,61.0,0.007876338423664251,0.2505510653930933,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,2,2.0,62.0,0.00787075004179123,0.2505510653930933,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,3,3.0,63.0,0.00783571411158423,0.2505510653930933,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,4,4.0,64.0,0.007816094441162928,0.2505510653930933,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,5,5.0,65.0,0.007795088131273619,0.2505510653930933,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,6,6.0,66.0,0.0077755324393144224,0.2505510653930933,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,7,7.0,67.0,0.007788771249977136,0.2505510653930933,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,8,8.0,68.0,0.00774709827638273,0.2505510653930933,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,9,9.0,69.0,0.007727938984417235,0.2505510653930933,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,10,10.0,70.0,0.007738207716116786,0.2505510653930933,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,11,11.0,71.0,0.007709269990665776,0.2505510653930933,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,12,12.0,72.0,0.007707252161938301,0.2505510653930933,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,13,13.0,73.0,0.007706772773282352,0.2505510653930933,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,14,14.0,74.0,0.007717423751779494,0.2505510653930933,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,15,15.0,75.0,0.007690066677623616,0.2505510653930933,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,16,16.0,76.0,0.007688291637949032,0.2505510653930933,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,17,17.0,77.0,0.007662274042199572,0.2505510653930933,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,18,18.0,78.0,0.0076646061515402465,0.2505510653930933,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,19,19.0,79.0,0.007565962623719776,0.2505510653930933,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,20,20.0,80.0,0.007566078193366954,0.2505510653930933,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,21,21.0,81.0,0.007558110806146865,0.2505510653930933,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,22,22.0,82.0,0.00748457417332864,0.2505510653930933,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,23,23.0,83.0,0.007468746457099835,0.2505510653930933,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,24,24.0,84.0,0.007495931248405429,0.2505510653930933,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,25,25.0,85.0,0.007500617246920176,0.2505510653930933,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,26,26.0,86.0,0.007500981369088873,0.2505510653930933,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,27,27.0,87.0,0.007494000053682352,0.2505510653930933,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,28,28.0,88.0,0.007443257648296638,0.2505510653930933,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,29,29.0,89.0,0.007384789264840172,0.2505510653930933,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,30,30.0,90.0,0.007320857883151012,0.2505510653930933,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,31,31.0,91.0,0.007299109452964532,0.2505510653930933,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,32,32.0,92.0,0.007236486950454944,0.25128581925055105,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,33,33.0,93.0,0.007182837103388795,0.25275532696546654,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,34,34.0,94.0,0.0071704877693434185,0.25349008082292435,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,35,35.0,95.0,0.007118971664186723,0.25495958853783984,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,36,36.0,96.0,0.00710056211715001,0.2571638501102131,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,37,37.0,97.0,0.007084345464138886,0.25789860396767084,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,38,38.0,98.0,0.007078761786401947,0.25789860396767084,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,39,39.0,99.0,0.007062065499636145,0.2615723732549596,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,40,40.0,100.0,0.007056348952954147,0.2623071271124173,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,41,41.0,101.0,0.007029673660632526,0.2652461425422483,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,42,42.0,102.0,0.007019814287659425,0.26671565025716387,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,43,43.0,103.0,0.006978318581438568,0.26818515797207937,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,44,44.0,104.0,0.006944620586286063,0.26965466568699487,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,45,45.0,105.0,0.006928762025526599,0.2703894195444526,0,0,0.021816704616382975
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,46,46.0,106.0,0.0068673973627409336,0.27553269654665685,0,0,0.021816704616382975
