config,gate_label,confidence_threshold,n_kept,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,feature_profile
tier0,conf_0.00,0.0,11,0.55,0.44999999999999996,0.45454545454545453,0.7272727272727273,0.4,0.29333333333333333,full
tier0,conf_0.05,0.05,9,0.45,0.55,0.5555555555555556,0.6666666666666666,0.4,0.29333333333333333,full
tier0,trained,0.07371409921511606,7,0.35,0.65,0.5714285714285714,0.5714285714285714,0.4,0.29333333333333333,full
tier0,conf_0.10,0.1,5,0.25,0.75,0.6,0.6,0.5,0.29333333333333333,full
tier0,conf_0.15,0.15,3,0.15,0.85,0.6666666666666666,0.6666666666666666,0.5,0.16,full
tier0,conf_0.20,0.2,2,0.1,0.9,1.0,1.0,1.0,0.2,full
tier0,conf_0.25,0.25,2,0.1,0.9,1.0,1.0,1.0,0.2,full
tier0_tier1,conf_0.00,0.0,14,0.7,0.30000000000000004,0.14285714285714285,0.2857142857142857,0.16666666666666666,0.14666666666666667,full
tier0_tier1,trained,0.014487455989642066,13,0.65,0.35,0.15384615384615385,0.23076923076923078,0.16666666666666666,0.14666666666666667,full
tier0_tier1,conf_0.05,0.05,8,0.4,0.6,0.0,0.125,0.0,0.0,full
tier0_tier1,conf_0.10,0.1,8,0.4,0.6,0.0,0.125,0.0,0.0,full
tier0_tier1,conf_0.15,0.15,5,0.25,0.75,0.0,0.2,0.0,0.0,full
tier0_tier1,conf_0.20,0.2,1,0.05,0.95,0.0,0.0,0.0,0.0,full
tier0_tier1,conf_0.25,0.25,1,0.05,0.95,0.0,0.0,0.0,0.0,full
tier0_tier1_tier2,conf_0.00,0.0,17,0.85,0.15000000000000002,0.23529411764705882,0.35294117647058826,0.25,0.17230769230769233,full
tier0_tier1_tier2,conf_0.05,0.05,15,0.75,0.25,0.26666666666666666,0.4,0.25,0.19230769230769232,full
tier0_tier1_tier2,trained,0.05327895342217565,14,0.7,0.30000000000000004,0.2857142857142857,0.42857142857142855,0.25,0.19230769230769232,full
tier0_tier1_tier2,conf_0.10,0.1,10,0.5,0.5,0.3,0.5,0.3,0.21333333333333332,full
tier0_tier1_tier2,conf_0.15,0.15,5,0.25,0.75,0.0,0.0,0.0,0.0,full
tier0_tier1_tier2,conf_0.20,0.2,3,0.15,0.85,0.0,0.0,0.0,0.0,full
tier0_tier1_tier2,conf_0.25,0.25,2,0.1,0.9,0.0,0.0,0.0,0.0,full
