config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile,diagnosis_target,diagnosis_mode,family_acc,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,mean_family_margin,median_family_margin,family_margin_tau,confidence_tau,status,min_class_count,min_group_count,group_key,include_workload
tier0,20,0.3,0.55,0.3,0.23896103896103896,0.02866236761961396,0.02173910090379226,mixed,feature_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1,20,0.3,0.65,0.3,0.21503496503496505,0.0234592879034594,0.01887873440241644,mixed,feature_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1_tier2,20,0.5,0.7,0.5,0.48659340659340666,0.022966930668420253,0.01749416397940122,mixed,feature_level,whole_run,,,,,,,,,,,,,,,,
tier0,20,0.15,0.65,0.15,0.15333333333333335,0.017588216603185425,0.016076743049881673,mixed,feature_level,post_alert_window,,,,,,,,,,,,,,,,
tier0_tier1,20,0.2,0.4,0.2,0.2,0.042450624403871304,0.03223862243368249,mixed,feature_level,post_alert_window,,,,,,,,,,,,,,,,
tier0_tier1_tier2,20,0.1,0.4,0.1,0.08888888888888888,0.031826919739923264,0.01495378470114235,mixed,feature_level,post_alert_window,,,,,,,,,,,,,,,,
tier0,20,0.4,0.55,0.4,0.32,-0.010340810878213227,0.007364232827129044,mixed,hierarchical,whole_run,0.55,0.25,0.75,0.4,0.4,0.3333333333333333,0.16,0.01637798380530815,0.017850796993189803,0.012289005046151422,0.13234932392616694,,,,,
tier0_tier1,20,0.3,0.65,0.3,0.20909090909090908,0.003157956561942889,0.001355169267233322,mixed,hierarchical,whole_run,0.3,0.65,0.35,0.38461538461538464,0.6153846153846154,0.35,0.24242424242424238,0.019334593395155288,0.016424409016794463,0.014147096797406583,0.024283205492155426,,,,,
tier0_tier1_tier2,20,0.5,0.7,0.5,0.48,0.009347924247906841,0.01374842354002248,mixed,hierarchical,whole_run,0.3,0.75,0.25,0.5333333333333333,0.8,0.5333333333333333,0.5285714285714286,0.018755185795285317,0.012388181664857539,0.010936472864658917,-0.022338074951341283,,,,,
tier0,20,0.4,0.65,0.4,0.3536796536796537,-0.01048446288417218,0.005169130227141022,mixed,hierarchical,post_alert_window,0.55,0.7,0.3,0.42857142857142855,0.7142857142857143,0.4333333333333333,0.38,0.01637798380530815,0.017850796993189803,0.012289005046151422,-0.044984441973796994,,,,,
tier0_tier1,20,0.25,0.45,0.25,0.19797979797979798,-0.012687326086551692,0.008602732953974818,mixed,hierarchical,post_alert_window,0.3,0.7,0.3,0.2857142857142857,0.5,0.2333333333333333,0.24761904761904763,0.019334593395155288,0.016424409016794463,0.014147096797406583,-0.04433296653583185,,,,,
tier0_tier1_tier2,20,0.25,0.5,0.25,0.21444444444444444,-0.006497436194606246,0.003132038968420972,mixed,hierarchical,post_alert_window,0.3,0.6,0.4,0.25,0.5,0.2,0.19428571428571428,0.018755185795285317,0.012388181664857539,0.010936472864658917,-0.04873113979539907,,,,,
tier0,20,0.6,0.8,0.5,0.4218181818181818,0.038262063786692016,0.03594209155099061,mixed,family_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1,20,0.45,0.8,0.4166666666666667,0.3356643356643357,0.029069276006815813,0.03083431695980711,mixed,family_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1_tier2,20,0.55,0.75,0.5833333333333334,0.5310391363022942,0.02919384433485863,0.02985223330038049,mixed,family_level,whole_run,,,,,,,,,,,,,,,,
tier0,20,,,,,,,mixed,supervised,whole_run,,,,,,,,,,,,skipped_insufficient_samples,4.0,4.0,base_case_id,1.0
tier0_tier1,20,,,,,,,mixed,supervised,whole_run,,,,,,,,,,,,skipped_insufficient_samples,4.0,4.0,base_case_id,1.0
tier0_tier1_tier2,20,,,,,,,mixed,supervised,whole_run,,,,,,,,,,,,skipped_insufficient_samples,4.0,4.0,base_case_id,1.0
