config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile,diagnosis_target,diagnosis_mode,family_acc,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,mean_family_margin,median_family_margin,family_margin_tau,confidence_tau,status,min_class_count,min_group_count,group_key,include_workload
tier0,20,0.4,0.55,0.4,0.3179797979797979,0.022185803838110283,0.018010749189967312,full,feature_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1,20,0.25,0.35,0.25,0.1706293706293706,0.0177326077868441,0.016081366631570476,full,feature_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1_tier2,20,0.3,0.4,0.3,0.2,0.02354384096669703,0.023994881846876065,full,feature_level,whole_run,,,,,,,,,,,,,,,,
tier0,20,0.3,0.55,0.3,0.28145743145743146,0.014851042279690353,0.012720107038069015,full,feature_level,post_alert_window,,,,,,,,,,,,,,,,
tier0_tier1,20,0.15,0.35,0.15,0.13714285714285715,0.06777845168707002,0.038834594764689076,full,feature_level,post_alert_window,,,,,,,,,,,,,,,,
tier0_tier1_tier2,20,0.2,0.25,0.2,0.18636363636363637,0.012331634801347467,0.008655279620188125,full,feature_level,post_alert_window,,,,,,,,,,,,,,,,
tier0,20,0.25,0.55,0.25,0.20888888888888885,0.01230902711873534,0.01006023319768791,full,hierarchical,whole_run,0.3,0.25,0.75,0.6,0.8,0.5,0.3333333333333333,0.009308438527337145,0.006823970776081621,0.01276585596482149,0.18181474938615927,,,,,
tier0_tier1,20,0.2,0.45,0.2,0.1823953823953824,-0.008994002514893316,0.0024737510652748235,full,hierarchical,whole_run,0.6,0.5,0.5,0.3,0.4,0.36666666666666664,0.3466666666666666,0.018622922968747797,0.01782744596237086,0.0087300227940889,-0.00017172079530276742,,,,,
tier0_tier1_tier2,20,0.25,0.4,0.25,0.175,0.009225917631236223,0.01672448775841215,full,hierarchical,whole_run,0.45,0.5,0.5,0.2,0.2,0.3,0.16666666666666666,0.020302310995390756,0.016369425130205405,0.008665731271323963,0.10722365776624831,,,,,
tier0,20,0.2,0.45,0.2,0.17222222222222222,0.0039808744039046,0.009329560871848191,full,hierarchical,post_alert_window,0.3,0.8,0.2,0.1875,0.375,0.16666666666666666,0.15158730158730158,0.009308438527337145,0.006823970776081621,0.01276585596482149,-0.05402593703068856,,,,,
tier0_tier1,20,0.2,0.35,0.2,0.15042735042735042,-0.01580330646650326,0.008880049413092783,full,hierarchical,post_alert_window,0.6,0.5,0.5,0.1,0.4,0.1,0.06666666666666667,0.018622922968747797,0.01782744596237086,0.0087300227940889,0.03775368622665341,,,,,
tier0_tier1_tier2,20,0.3,0.45,0.3,0.2830303030303031,-0.003864370336755708,-0.004969633413657498,full,hierarchical,post_alert_window,0.45,0.75,0.25,0.26666666666666666,0.4666666666666667,0.29999999999999993,0.27444444444444444,0.020302310995390756,0.016369425130205405,0.008665731271323963,-0.1822767907189937,,,,,
tier0,20,0.55,0.75,0.47222222222222215,0.39855072463768115,0.029048502681998923,0.03171034624506522,full,family_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1,20,0.5,0.7,0.38888888888888884,0.3429951690821256,0.02863435337303627,0.030481465689181933,full,family_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1_tier2,20,0.45,0.95,0.5833333333333334,0.4583333333333333,0.016766544235685178,0.01454651555881692,full,family_level,whole_run,,,,,,,,,,,,,,,,
tier0,20,,,,,,,full,supervised,whole_run,,,,,,,,,,,,skipped_insufficient_samples,4.0,4.0,base_case_id,1.0
tier0_tier1,20,,,,,,,full,supervised,whole_run,,,,,,,,,,,,skipped_insufficient_samples,4.0,4.0,base_case_id,1.0
tier0_tier1_tier2,20,,,,,,,full,supervised,whole_run,,,,,,,,,,,,skipped_insufficient_samples,4.0,4.0,base_case_id,1.0
