config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile,diagnosis_target,diagnosis_mode,family_acc,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,mean_family_margin,median_family_margin,family_margin_tau,confidence_tau,status,min_class_count,min_group_count,group_key,include_workload
tier0,20,0.3,0.55,0.3,0.23896103896103896,0.026338300997089364,0.020372939737092047,full,feature_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1,20,0.2,0.35,0.2,0.19047619047619047,0.013184757419858546,0.007183042449351862,full,feature_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1_tier2,20,0.3,0.45,0.3,0.20666666666666664,0.02092900474584692,0.019106065650408274,full,feature_level,whole_run,,,,,,,,,,,,,,,,
tier0,20,0.15,0.55,0.15,0.11333333333333333,0.016387312286974372,0.00940881353842607,full,feature_level,post_alert_window,,,,,,,,,,,,,,,,
tier0_tier1,20,0.15,0.35,0.15,0.146031746031746,0.06822983590834701,0.043761002729108295,full,feature_level,post_alert_window,,,,,,,,,,,,,,,,
tier0_tier1_tier2,20,0.1,0.25,0.1,0.0808080808080808,0.016567172503681924,0.011389454494649398,full,feature_level,post_alert_window,,,,,,,,,,,,,,,,
tier0,20,0.4,0.65,0.4,0.3181818181818182,-0.010577693413513414,-0.008827534836072487,full,hierarchical,whole_run,0.45,0.35,0.65,0.5714285714285714,0.8571428571428571,0.41666666666666663,0.2742857142857143,0.014524043292928519,0.01593505455641058,0.013377991733365721,0.10606675411075947,,,,,
tier0_tier1,20,0.2,0.4,0.2,0.21587301587301586,0.007982769506357384,0.004445135117725207,full,hierarchical,whole_run,0.45,0.55,0.45,0.09090909090909091,0.2727272727272727,0.1,0.08,0.02164988435908695,0.021608672979881324,0.00973356650548707,-0.0061984603554122615,,,,,
tier0_tier1_tier2,20,0.25,0.45,0.25,0.18,0.01431903643023881,0.017474508889101667,full,hierarchical,whole_run,0.45,0.65,0.35,0.23076923076923078,0.38461538461538464,0.3333333333333333,0.18,0.02016921388743022,0.01628951229179483,0.0100017515914879,0.058967673814466354,,,,,
tier0,20,0.35,0.6,0.35,0.29653679653679654,-0.018653646171877734,-0.0029060582247013994,full,hierarchical,post_alert_window,0.45,0.45,0.55,0.2222222222222222,0.4444444444444444,0.13333333333333333,0.14666666666666667,0.014524043292928519,0.01593505455641058,0.013377991733365721,-0.08144630641337491,,,,,
tier0_tier1,20,0.15,0.4,0.15,0.12380952380952381,-4.876085995279139e-05,0.025974733768746136,full,hierarchical,post_alert_window,0.45,0.35,0.65,0.0,0.42857142857142855,0.0,0.0,0.02164988435908695,0.021608672979881324,0.00973356650548707,0.13630995498005652,,,,,
tier0_tier1_tier2,20,0.25,0.35,0.25,0.2,-0.0030013764692275223,0.006715202767972744,full,hierarchical,post_alert_window,0.45,0.75,0.25,0.13333333333333333,0.26666666666666666,0.13333333333333333,0.07272727272727272,0.02016921388743022,0.01628951229179483,0.0100017515914879,-0.1505770522990721,,,,,
tier0,20,0.55,0.8,0.47222222222222215,0.39855072463768115,0.03332277397684671,0.03491641760234657,full,family_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1,20,0.45,0.75,0.36111111111111116,0.30735930735930733,0.021324037307609792,0.024366396266389645,full,family_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1_tier2,20,0.5,0.9,0.5555555555555556,0.4959514170040486,0.015925508060789732,0.015215899048745665,full,family_level,whole_run,,,,,,,,,,,,,,,,
tier0,20,,,,,,,full,supervised,whole_run,,,,,,,,,,,,skipped_insufficient_samples,4.0,4.0,base_case_id,1.0
tier0_tier1,20,,,,,,,full,supervised,whole_run,,,,,,,,,,,,skipped_insufficient_samples,4.0,4.0,base_case_id,1.0
tier0_tier1_tier2,20,,,,,,,full,supervised,whole_run,,,,,,,,,,,,skipped_insufficient_samples,4.0,4.0,base_case_id,1.0
