config,gate_label,confidence_threshold,n_kept,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,feature_profile
tier0,trained,-0.03618355931034058,13,0.65,0.35,0.38461538461538464,0.5384615384615384,0.4,0.3476190476190476,full
tier0,conf_0.00,0.0,12,0.6,0.4,0.4166666666666667,0.5833333333333334,0.4333333333333333,0.38095238095238093,full
tier0,conf_0.05,0.05,6,0.3,0.7,0.5,0.5,0.5,0.29333333333333333,full
tier0,conf_0.10,0.1,6,0.3,0.7,0.5,0.5,0.5,0.29333333333333333,full
tier0,conf_0.15,0.15,4,0.2,0.8,0.75,0.75,0.6666666666666666,0.36,full
tier0,conf_0.20,0.2,2,0.1,0.9,1.0,1.0,1.0,0.2,full
tier0,conf_0.25,0.25,1,0.05,0.95,1.0,1.0,1.0,0.2,full
tier0_tier1,conf_0.00,0.0,17,0.85,0.15000000000000002,0.35294117647058826,0.5882352941176471,0.36666666666666664,0.39350649350649347,full
tier0_tier1,trained,0.025120945311106403,13,0.65,0.35,0.23076923076923078,0.5384615384615384,0.2,0.17333333333333334,full
tier0_tier1,conf_0.05,0.05,11,0.55,0.44999999999999996,0.2727272727272727,0.5454545454545454,0.2333333333333333,0.20444444444444443,full
tier0_tier1,conf_0.10,0.1,6,0.3,0.7,0.16666666666666666,0.6666666666666666,0.125,0.13333333333333333,full
tier0_tier1,conf_0.15,0.15,2,0.1,0.9,0.0,1.0,0.0,0.0,full
tier0_tier1,conf_0.20,0.2,1,0.05,0.95,0.0,1.0,0.0,0.0,full
tier0_tier1,conf_0.25,0.25,1,0.05,0.95,0.0,1.0,0.0,0.0,full
tier0_tier1_tier2,conf_0.00,0.0,16,0.8,0.19999999999999996,0.25,0.4375,0.2333333333333333,0.22666666666666666,full
tier0_tier1_tier2,trained,0.04374052241430028,14,0.7,0.30000000000000004,0.2857142857142857,0.5,0.2333333333333333,0.22666666666666666,full
tier0_tier1_tier2,conf_0.05,0.05,13,0.65,0.35,0.23076923076923078,0.46153846153846156,0.2,0.2,full
tier0_tier1_tier2,conf_0.10,0.1,10,0.5,0.5,0.2,0.4,0.13333333333333333,0.08,full
tier0_tier1_tier2,conf_0.15,0.15,6,0.3,0.7,0.16666666666666666,0.5,0.25,0.06666666666666667,full
tier0_tier1_tier2,conf_0.20,0.2,3,0.15,0.85,0.0,0.6666666666666666,0.0,0.0,full
tier0_tier1_tier2,conf_0.25,0.25,2,0.1,0.9,0.0,0.5,0.0,0.0,full
