config,holdout_workload,case_id,workload,stressor,label_name,label,block_idx,block_start_s,block_end_s,score,pvalue,phase_guard_applied,phase_template_score,phase_tolerance,phase_excess_score,phase_pvalue,block_alert,persist_alert,is_selected_for_diagnosis,diagnosis_selection_weight,threshold,dominant_tier,dominant_mechanism,top_feature_1,top_feature_score_1,top_feature_2,top_feature_score_2,top_feature_3,top_feature_score_3,feature_profile
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,0,0.0,90.0,0.013511495702467922,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.001249697866089626,tier0:mem_inactive_bytes,0.0008387145326649826,tier0:syscalls,0.0008163930582570884,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,1,1.0,91.0,0.013495857711327872,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.0012646859372614713,tier0:mem_inactive_bytes,0.0008436362866320534,tier0:syscalls,0.0008208945683755295,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,2,2.0,92.0,0.013537504111533859,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.001278364809883914,tier0:mem_inactive_bytes,0.0008468570286830337,tier0:syscalls,0.0008237384556474198,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,3,3.0,93.0,0.013529975436074189,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.0012910122377286296,tier0:mem_inactive_bytes,0.0008483362872442405,tier0:syscalls,0.000825048021789729,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,4,4.0,94.0,0.013545844619584049,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.0013028172317216206,tier0:mem_inactive_bytes,0.0008494066363082344,tier0:syscalls,0.0008257326025916718,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,5,5.0,95.0,0.013542108671275296,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.0013138487330880038,tier0:mem_inactive_bytes,0.0008493490851014784,tier0:syscalls,0.0008250737273666018,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,6,6.0,96.0,0.013549815797157399,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.0013241396266963049,tier0:mem_inactive_bytes,0.0008482373858096335,tier0:syscalls,0.0008240373115070581,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,7,7.0,97.0,0.013561665819285112,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,1,0.2009527657510873,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.0013336745747266822,tier0:mem_inactive_bytes,0.0008471954181075825,tier0:syscalls,0.0008230646629719156,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,8,8.0,98.0,0.013495422024063293,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,1,0.19997118472401737,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.0013425779831644181,tier0:mem_inactive_bytes,0.0008453479411074531,tier0:syscalls,0.0008212958908059441,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,9,9.0,99.0,0.013487921674736638,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,1,0.19986004675900812,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.001350958812615479,tier0:mem_inactive_bytes,0.0008437926845935532,tier0:syscalls,0.0008197925947948199,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,10,10.0,100.0,0.013490458700778234,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,1,0.19989763966290613,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.0013589479471979027,tier0:mem_inactive_bytes,0.0008438276849235832,tier0:syscalls,0.0008198514112154156,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,11,11.0,101.0,0.013451365160098228,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,1,0.19931836310298098,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.00136650469448382,tier0:mem_inactive_bytes,0.0008427514370864627,tier0:syscalls,0.0008189880036363038,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,12,12.0,102.0,0.013449957467638413,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.0013735997387953692,tier0:mem_inactive_bytes,0.0008404607883425851,tier0:syscalls,0.0008167783841203498,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,13,13.0,103.0,0.013449989064892125,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.0013803116285579107,tier0:mem_inactive_bytes,0.0008387435299507701,tier0:syscalls,0.0008151096449498283,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,14,14.0,104.0,0.013458704076513658,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.001386530454322186,tier0:mem_inactive_bytes,0.0008373393316060822,tier0:syscalls,0.0008137773012988759,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,15,15.0,105.0,0.013438173078420556,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.0013923213376464889,tier0:mem_inactive_bytes,0.0008375007373805803,tier0:syscalls,0.0008137374851109035,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,16,16.0,106.0,0.013428414084433408,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.0013978220572952713,tier0:mem_inactive_bytes,0.0008365647496368226,tier0:syscalls,0.0008132589296976026,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,17,17.0,107.0,0.013392039141490793,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.0014030722617408918,tier0:mem_inactive_bytes,0.0008356537261242904,tier0:syscalls,0.0008123635203897881,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,18,18.0,108.0,0.013495015107168409,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.0014080281348825435,tier0:mem_inactive_bytes,0.0008348318847784307,tier0:syscalls,0.0008119826120579662,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,19,19.0,109.0,0.013367203821313563,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.0014127845369167268,tier0:mem_inactive_bytes,0.0008342111969680229,tier0:syscalls,0.0008111167528729957,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,20,20.0,110.0,0.013349293061325446,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.0014172540647892007,tier0:mem_inactive_bytes,0.0008345637029221488,tier0:syscalls,0.0008108528895415676,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,21,21.0,111.0,0.013327675480400786,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.0014215548910307926,tier0:mem_inactive_bytes,0.0008349008138086494,tier0:syscalls,0.000811132796619025,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,22,22.0,112.0,0.013248341173115269,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.0014256751369222075,tier0:mem_inactive_bytes,0.0008352588381606681,tier0:syscalls,0.0008114822255775693,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,23,23.0,113.0,0.013195355070455508,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.0014295667707239887,tier0:mem_inactive_bytes,0.0008364968662792313,tier0:syscalls,0.0008126400198193489,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,24,24.0,114.0,0.013190235732634687,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.0014331694699971343,tier0:mem_inactive_bytes,0.0008377444833170118,tier0:syscalls,0.0008139336418872867,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,25,25.0,115.0,0.013174154764878673,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.0014364379455460792,tier0:mem_inactive_bytes,0.0008378945298183272,tier0:syscalls,0.0008140521611290423,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,26,26.0,116.0,0.013167900376128347,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.0014395878103515634,tier0:mem_inactive_bytes,0.0008375571460716908,tier0:syscalls,0.0008137090287023432,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,27,27.0,117.0,0.013154261363295297,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.0014426991907894565,tier0:mem_inactive_bytes,0.0008372862728505076,tier0:syscalls,0.0008134419135610989,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,28,28.0,118.0,0.013113312175044075,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.0014457254581672471,tier0:mem_inactive_bytes,0.0008372378662514511,tier0:syscalls,0.0008127995023236283,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,29,29.0,119.0,0.013112247887389903,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.0014486822736468664,tier0:mem_inactive_bytes,0.0008366727820587733,tier0:syscalls,0.0008117530293729426,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,30,30.0,120.0,0.013064044609705833,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.0014515766360287238,tier0:mem_inactive_bytes,0.0008349600400573926,tier0:syscalls,0.0008098772483189736,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,31,31.0,121.0,0.013038578230647666,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.0014544553772261736,tier0:mem_inactive_bytes,0.0008344528224381992,tier0:syscalls,0.0008093718263563425,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,32,32.0,122.0,0.01297686993755719,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.0014571104941802887,tier0:mem_inactive_bytes,0.0008311428259045157,tier0:syscalls,0.000806191358142559,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,33,33.0,123.0,0.012908948157160934,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.0014595321241621633,tier0:mem_inactive_bytes,0.0008282454351045667,tier0:syscalls,0.0008034732419089197,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,34,34.0,124.0,0.01288585934503655,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.0014617536932006998,tier0:mem_inactive_bytes,0.0008249185962287204,tier0:syscalls,0.0008016283535318966,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,35,35.0,125.0,0.012829518802652692,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.0014637957870476022,tier0:mem_inactive_bytes,0.000821860563987487,tier0:syscalls,0.000798402880663465,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,36,36.0,126.0,0.012783645015766731,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.001465648867811627,tier0:mem_inactive_bytes,0.0008182975217060368,tier0:syscalls,0.0007948793745751653,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,37,37.0,127.0,0.01278712685630451,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.001467330793538481,tier0:mem_inactive_bytes,0.0008161448432692321,tier0:syscalls,0.000792850449141191,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,38,38.0,128.0,0.012784730434112442,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.039749208031780295,tier0,memory_io,tier0:uptime_s,0.0014687964832560232,tier0:mem_inactive_bytes,0.0008161097949642103,tier0:syscalls,0.0007918199305538571,full
