config,gate_label,confidence_threshold,n_kept,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,feature_profile
tier0,trained,-0.038478121300152414,13,0.65,0.35,0.23076923076923078,0.6923076923076923,0.2,0.1688888888888889,full
tier0,conf_0.00,0.0,13,0.65,0.35,0.23076923076923078,0.6923076923076923,0.2,0.1688888888888889,full
tier0,conf_0.05,0.05,7,0.35,0.65,0.2857142857142857,0.8571428571428571,0.2,0.13333333333333333,full
tier0,conf_0.10,0.1,4,0.2,0.8,0.25,0.75,0.3333333333333333,0.13333333333333333,full
tier0,conf_0.15,0.15,2,0.1,0.9,0.0,0.5,0.0,0.0,full
tier0,conf_0.20,0.2,1,0.05,0.95,0.0,0.0,0.0,0.0,full
tier0,conf_0.25,0.25,0,0.0,1.0,,,,,full
tier0_tier1,conf_0.00,0.0,13,0.65,0.35,0.3076923076923077,0.5384615384615384,0.31666666666666665,0.2393939393939394,full
tier0_tier1,trained,0.017339738587604903,12,0.6,0.4,0.25,0.5,0.25,0.1393939393939394,full
tier0_tier1,conf_0.05,0.05,8,0.4,0.6,0.375,0.625,0.26666666666666666,0.18888888888888888,full
tier0_tier1,conf_0.10,0.1,6,0.3,0.7,0.3333333333333333,0.5,0.2,0.1,full
tier0_tier1,conf_0.15,0.15,5,0.25,0.75,0.2,0.4,0.2,0.06666666666666667,full
tier0_tier1,conf_0.20,0.2,4,0.2,0.8,0.0,0.25,0.0,0.0,full
tier0_tier1,conf_0.25,0.25,4,0.2,0.8,0.0,0.25,0.0,0.0,full
tier0_tier1_tier2,conf_0.00,0.0,11,0.55,0.44999999999999996,0.2727272727272727,0.36363636363636365,0.18333333333333332,0.146031746031746,full
tier0_tier1_tier2,trained,0.0007242305907692618,11,0.55,0.44999999999999996,0.2727272727272727,0.36363636363636365,0.18333333333333332,0.146031746031746,full
tier0_tier1_tier2,conf_0.05,0.05,6,0.3,0.7,0.16666666666666666,0.16666666666666666,0.125,0.08,full
tier0_tier1_tier2,conf_0.10,0.1,4,0.2,0.8,0.0,0.0,0.0,0.0,full
tier0_tier1_tier2,conf_0.15,0.15,3,0.15,0.85,0.0,0.0,0.0,0.0,full
tier0_tier1_tier2,conf_0.20,0.2,2,0.1,0.9,0.0,0.0,0.0,0.0,full
tier0_tier1_tier2,conf_0.25,0.25,1,0.05,0.95,0.0,0.0,0.0,0.0,full
