config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile,diagnosis_target,diagnosis_mode,family_acc,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,mean_family_margin,median_family_margin,family_margin_tau,confidence_tau,status,min_class_count,min_group_count,group_key,include_workload
tier0,20,0.35,0.55,0.35,0.30623376623376625,0.028196974616495857,0.023666359062769926,full,feature_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1,20,0.25,0.6,0.25,0.2571428571428571,0.015707592658680825,0.013080137872296574,full,feature_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1_tier2,20,0.3,0.55,0.3,0.22095238095238096,0.020779874900820557,0.0172672709831882,full,feature_level,whole_run,,,,,,,,,,,,,,,,
tier0,20,0.1,0.6,0.1,0.07636363636363637,0.018009634472406104,0.009924390929224425,full,feature_level,post_alert_window,,,,,,,,,,,,,,,,
tier0_tier1,20,0.2,0.45,0.2,0.21172161172161172,0.02115762346611445,0.00899694078059013,full,feature_level,post_alert_window,,,,,,,,,,,,,,,,
tier0_tier1_tier2,20,0.15,0.35,0.15,0.13795093795093796,0.016921064933019057,0.015046444423685898,full,feature_level,post_alert_window,,,,,,,,,,,,,,,,
tier0,20,0.3,0.5,0.3,0.2955555555555555,-0.010040011090228125,0.0021821802798923373,full,hierarchical,whole_run,0.5,0.4,0.6,0.25,0.375,0.3,0.26666666666666666,0.01711532574763556,0.017563540482457517,0.011609142387426526,0.054627785786050743,,,,,
tier0_tier1,20,0.35,0.65,0.35,0.3526984126984127,0.009029840379517345,0.011889129325760514,full,hierarchical,whole_run,0.5,0.8,0.2,0.3125,0.625,0.31666666666666665,0.3349206349206349,0.025746423423101378,0.025269982505571102,0.012315285838281946,-0.021042777852583985,,,,,
tier0_tier1_tier2,20,0.25,0.55,0.25,0.18,0.014641558743150231,0.016379154801799814,full,hierarchical,whole_run,0.35,0.75,0.25,0.26666666666666666,0.5333333333333333,0.26666666666666666,0.20606060606060606,0.020309842309583572,0.018851759025435566,0.007696216053500262,0.021769709501844415,,,,,
tier0,20,0.25,0.6,0.25,0.2311111111111111,-0.015667977373529523,0.00474638369780804,full,hierarchical,post_alert_window,0.5,0.65,0.35,0.23076923076923078,0.6923076923076923,0.2,0.1688888888888889,0.01711532574763556,0.017563540482457517,0.011609142387426526,-0.038478121300152414,,,,,
tier0_tier1,20,0.35,0.6,0.35,0.3170940170940171,0.008244958209892555,0.006192507819597376,full,hierarchical,post_alert_window,0.5,0.7,0.3,0.2857142857142857,0.5,0.25,0.21333333333333332,0.025746423423101378,0.025269982505571102,0.012315285838281946,0.017339738587604903,,,,,
tier0_tier1_tier2,20,0.3,0.4,0.3,0.23714285714285716,-0.0013667033348864822,0.0016658565617339582,full,hierarchical,post_alert_window,0.35,0.6,0.4,0.25,0.3333333333333333,0.2,0.1393939393939394,0.020309842309583572,0.018851759025435566,0.007696216053500262,0.0007242305907692618,,,,,
tier0,20,0.6,0.85,0.5,0.4218181818181818,0.03862009498821287,0.039411864111812994,full,family_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1,20,0.5,0.85,0.4444444444444445,0.4473429951690821,0.017562742054729526,0.009416520471889317,full,family_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1_tier2,20,0.6,0.9,0.7222222222222223,0.6238562091503268,0.016121151878638156,0.013079266765572861,full,family_level,whole_run,,,,,,,,,,,,,,,,
tier0,20,,,,,,,full,supervised,whole_run,,,,,,,,,,,,skipped_insufficient_samples,4.0,4.0,base_case_id,1.0
tier0_tier1,20,,,,,,,full,supervised,whole_run,,,,,,,,,,,,skipped_insufficient_samples,4.0,4.0,base_case_id,1.0
tier0_tier1_tier2,20,,,,,,,full,supervised,whole_run,,,,,,,,,,,,skipped_insufficient_samples,4.0,4.0,base_case_id,1.0
