config,holdout_workload,case_id,workload,stressor,label_name,label,block_idx,block_start_s,block_end_s,score,pvalue,phase_guard_applied,phase_template_score,phase_tolerance,phase_excess_score,phase_pvalue,block_alert,persist_alert,is_selected_for_diagnosis,diagnosis_selection_weight,threshold,dominant_tier,dominant_mechanism,top_feature_1,top_feature_score_1,top_feature_2,top_feature_score_2,top_feature_3,top_feature_score_3,feature_profile
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,0,0.0,120.0,0.004704604956926544,0.25066904549509367,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.01392258931241781,tier0,memory_io,tier0:uptime_s,0.00045477525148480345,tier0:net_sent_Pps,0.00025981219714969587,tier0:mem_inactive_bytes,0.00019454850665553841,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,1,1.0,121.0,0.004683670048644768,0.25066904549509367,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.01392258931241781,tier0,memory_io,tier0:uptime_s,0.0004576103042348485,tier0:net_sent_Pps,0.0002591826349623059,tier0:mem_inactive_bytes,0.00019424514921084372,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,2,2.0,122.0,0.004683580489900248,0.25066904549509367,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.01392258931241781,tier0,memory_io,tier0:uptime_s,0.00045969135082567485,tier0:net_sent_Pps,0.00026062042755599845,tier0:mem_inactive_bytes,0.0001940168961589132,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,3,3.0,123.0,0.004668262406223939,0.25066904549509367,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.01392258931241781,tier0,memory_io,tier0:uptime_s,0.0004613243917984764,tier0:net_sent_Pps,0.0002593151297433181,tier0:mem_inactive_bytes,0.0001933307960597145,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,4,4.0,124.0,0.00465963870477086,0.25066904549509367,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.01392258931241781,tier0,memory_io,tier0:uptime_s,0.00046264899524611476,tier0:net_sent_Pps,0.00025809893561769276,tier0:mem_inactive_bytes,0.0001925661943701907,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,5,5.0,125.0,0.004650637452937264,0.25066904549509367,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.01392258931241781,tier0,memory_io,tier0:uptime_s,0.0004638332051439502,tier0:net_sent_Pps,0.00025948819768423204,tier0:mem_inactive_bytes,0.00019206322676576306,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,6,6.0,126.0,0.004644193401037448,0.25066904549509367,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.01392258931241781,tier0,memory_io,tier0:uptime_s,0.00046490210691824417,tier0:net_sent_Pps,0.00025971439357210164,tier0:mem_inactive_bytes,0.00019117285090486323,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,7,7.0,127.0,0.004650269676781792,0.25066904549509367,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.01392258931241781,tier0,memory_io,tier0:uptime_s,0.00046590487632509095,tier0:net_sent_Pps,0.00026273224988909797,tier0:mem_inactive_bytes,0.00019012923544478174,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,8,8.0,128.0,0.004625229486219979,0.25066904549509367,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.01392258931241781,tier0,memory_io,tier0:uptime_s,0.0004669102114981995,tier0:net_sent_Pps,0.0002563520640928422,tier0:mem_inactive_bytes,0.00018955791881836712,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,9,9.0,129.0,0.0046229088076631016,0.25066904549509367,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.01392258931241781,tier0,memory_io,tier0:uptime_s,0.0004679827043264674,tier0:net_sent_Pps,0.00025877890332686387,tier0:mem_inactive_bytes,0.00018916933183484757,full
