config,holdout_workload,case_id,workload,stressor,label,n_features,block_idx,block_start_s,block_end_s,score,pvalue,block_alert,persist_alert,threshold
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,0,0.0,30.0,0.012019258014230892,0.25050641458474004,0,0,0.031714493736875016
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,1,1.0,31.0,0.011983576718957768,0.25050641458474004,0,0,0.031714493736875016
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,2,2.0,32.0,0.012212547720866038,0.25050641458474004,0,0,0.031714493736875016
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,3,3.0,33.0,0.01229728052452789,0.25050641458474004,0,0,0.031714493736875016
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,4,4.0,34.0,0.012339217381738625,0.25050641458474004,0,0,0.031714493736875016
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,5,5.0,35.0,0.01244156402240097,0.25050641458474004,0,0,0.031714493736875016
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,6,6.0,36.0,0.012508933464892558,0.25050641458474004,0,0,0.031714493736875016
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,7,7.0,37.0,0.012560979658474976,0.25050641458474004,0,0,0.031714493736875016
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,8,8.0,38.0,0.01241162601664295,0.25050641458474004,0,0,0.031714493736875016
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,9,9.0,39.0,0.012412715338747354,0.25050641458474004,0,0,0.031714493736875016
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,10,10.0,40.0,0.012417275821397844,0.25050641458474004,0,0,0.031714493736875016
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,11,11.0,41.0,0.012393073617068982,0.25050641458474004,0,0,0.031714493736875016
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,12,12.0,42.0,0.01238653952656399,0.25050641458474004,0,0,0.031714493736875016
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,13,13.0,43.0,0.01247231857531894,0.25050641458474004,0,0,0.031714493736875016
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,14,14.0,44.0,0.012564791351867378,0.25050641458474004,0,0,0.031714493736875016
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,15,15.0,45.0,0.012531415860051824,0.25050641458474004,0,0,0.031714493736875016
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,16,16.0,46.0,0.012635922872165892,0.25050641458474004,0,0,0.031714493736875016
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,17,17.0,47.0,0.012572390855376384,0.25050641458474004,0,0,0.031714493736875016
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,18,18.0,48.0,0.012589913106640024,0.25050641458474004,0,0,0.031714493736875016
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,19,19.0,49.0,0.012296199853089839,0.25050641458474004,0,0,0.031714493736875016
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,20,20.0,50.0,0.012266312888703255,0.25050641458474004,0,0,0.031714493736875016
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,21,21.0,51.0,0.012288080172256282,0.25050641458474004,0,0,0.031714493736875016
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,22,22.0,52.0,0.012159603399715847,0.25050641458474004,0,0,0.031714493736875016
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,23,23.0,53.0,0.012098244996204408,0.25050641458474004,0,0,0.031714493736875016
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,24,24.0,54.0,0.012176350234239845,0.25050641458474004,0,0,0.031714493736875016
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,25,25.0,55.0,0.01217709685966048,0.25050641458474004,0,0,0.031714493736875016
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,26,26.0,56.0,0.012162287127915306,0.25050641458474004,0,0,0.031714493736875016
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,27,27.0,57.0,0.012099875311447746,0.25050641458474004,0,0,0.031714493736875016
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,28,28.0,58.0,0.012147476916385838,0.25050641458474004,0,0,0.031714493736875016
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,29,29.0,59.0,0.012103825978296182,0.25050641458474004,0,0,0.031714493736875016
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,30,30.0,60.0,0.011978571125756222,0.25050641458474004,0,0,0.031714493736875016
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,31,31.0,61.0,0.011948807100132595,0.25050641458474004,0,0,0.031714493736875016
