config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile,diagnosis_target,diagnosis_mode,family_acc,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,mean_family_margin,median_family_margin,family_margin_tau,confidence_tau,status,min_class_count,min_group_count,group_key,include_workload
tier0,20,0.3,0.55,0.3,0.23896103896103896,0.028283791852537137,0.02021932312960248,mixed,feature_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1,20,0.3,0.7,0.3,0.21503496503496505,0.022051385317719725,0.018368621310966227,mixed,feature_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1_tier2,20,0.5,0.7,0.5,0.48659340659340666,0.02162142772498911,0.017730748735730786,mixed,feature_level,whole_run,,,,,,,,,,,,,,,,
tier0,20,0.2,0.65,0.2,0.2063636363636364,0.01686152475497115,0.016437961083004132,mixed,feature_level,post_alert_window,,,,,,,,,,,,,,,,
tier0_tier1,20,0.2,0.45,0.2,0.11944444444444444,0.017513521996946176,0.015125678206230161,mixed,feature_level,post_alert_window,,,,,,,,,,,,,,,,
tier0_tier1_tier2,20,0.1,0.5,0.1,0.08888888888888888,0.03732557446306964,0.0162195522315097,mixed,feature_level,post_alert_window,,,,,,,,,,,,,,,,
tier0,20,0.4,0.6,0.4,0.3288888888888889,-0.008487156410021759,0.009019872016471212,mixed,hierarchical,whole_run,0.5,0.2,0.8,0.5,0.5,0.5,0.2,0.015457047804159185,0.01740228204682002,0.013086248188543126,0.11010976629318221,,,,,
tier0_tier1,20,0.2,0.7,0.2,0.15272727272727274,0.002607635830846029,0.0027786253022688417,mixed,hierarchical,whole_run,0.35,0.6,0.4,0.25,0.6666666666666666,0.2333333333333333,0.18888888888888888,0.018348369692638627,0.014240260472499738,0.013198440056050033,0.0480857201465152,,,,,
tier0_tier1_tier2,20,0.45,0.7,0.45,0.42623376623376624,0.007226623100949311,0.010545667877120732,mixed,hierarchical,whole_run,0.35,0.55,0.45,0.5454545454545454,0.8181818181818182,0.5666666666666667,0.5466666666666666,0.018528177589415794,0.012859308558438212,0.011495710405473472,0.10616133856774694,,,,,
tier0,20,0.45,0.65,0.45,0.39666666666666667,-0.013411920203202043,0.002461702071024821,mixed,hierarchical,post_alert_window,0.5,0.75,0.25,0.5333333333333333,0.7333333333333333,0.5333333333333333,0.46571428571428564,0.015457047804159185,0.01740228204682002,0.013086248188543126,-0.08402792584579222,,,,,
tier0_tier1,20,0.25,0.45,0.25,0.1911111111111111,-0.020761495628763463,0.004761143054056907,mixed,hierarchical,post_alert_window,0.35,0.75,0.25,0.26666666666666666,0.4,0.26666666666666666,0.21000000000000002,0.018348369692638627,0.014240260472499738,0.013198440056050033,-0.06244866158371386,,,,,
tier0_tier1_tier2,20,0.15,0.55,0.15,0.10909090909090909,-0.0070213410610992875,0.00727127276237946,mixed,hierarchical,post_alert_window,0.35,0.4,0.6,0.125,0.375,0.1,0.1,0.018528177589415794,0.012859308558438212,0.011495710405473472,0.14195413757737266,,,,,
tier0,20,0.6,0.8,0.5,0.4218181818181818,0.03657139208506418,0.03680325415556075,mixed,family_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1,20,0.45,0.85,0.4166666666666667,0.3356643356643357,0.027951570757594895,0.03139118736049985,mixed,family_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1_tier2,20,0.55,0.75,0.5833333333333334,0.5310391363022942,0.028549732863762844,0.02951602461225522,mixed,family_level,whole_run,,,,,,,,,,,,,,,,
tier0,20,,,,,,,mixed,supervised,whole_run,,,,,,,,,,,,skipped_insufficient_samples,4.0,4.0,base_case_id,1.0
tier0_tier1,20,,,,,,,mixed,supervised,whole_run,,,,,,,,,,,,skipped_insufficient_samples,4.0,4.0,base_case_id,1.0
tier0_tier1_tier2,20,,,,,,,mixed,supervised,whole_run,,,,,,,,,,,,skipped_insufficient_samples,4.0,4.0,base_case_id,1.0
