config,gate_label,confidence_threshold,n_kept,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,feature_profile
tier0,trained,-0.026378605578686074,12,0.6,0.4,0.3333333333333333,0.5833333333333334,0.26666666666666666,0.23809523809523808,mixed
tier0,conf_0.00,0.0,12,0.6,0.4,0.3333333333333333,0.5833333333333334,0.26666666666666666,0.23809523809523808,mixed
tier0,conf_0.05,0.05,10,0.5,0.5,0.4,0.7,0.26666666666666666,0.26666666666666666,mixed
tier0,conf_0.10,0.1,7,0.35,0.65,0.5714285714285714,0.7142857142857143,0.4444444444444444,0.27999999999999997,mixed
tier0,conf_0.15,0.15,5,0.25,0.75,0.6,0.8,0.6666666666666666,0.3,mixed
tier0,conf_0.20,0.2,3,0.15,0.85,0.3333333333333333,0.6666666666666666,0.5,0.2,mixed
tier0,conf_0.25,0.25,2,0.1,0.9,0.5,1.0,0.5,0.2,mixed
tier0_tier1,trained,-0.13433092447525657,9,0.45,0.55,0.2222222222222222,0.3333333333333333,0.25,0.13333333333333333,mixed
tier0_tier1,conf_0.00,0.0,8,0.4,0.6,0.25,0.375,0.25,0.16,mixed
tier0_tier1,conf_0.05,0.05,5,0.25,0.75,0.2,0.4,0.3333333333333333,0.13333333333333333,mixed
tier0_tier1,conf_0.10,0.1,2,0.1,0.9,0.0,0.0,0.0,0.0,mixed
tier0_tier1,conf_0.15,0.15,2,0.1,0.9,0.0,0.0,0.0,0.0,mixed
tier0_tier1,conf_0.20,0.2,2,0.1,0.9,0.0,0.0,0.0,0.0,mixed
tier0_tier1,conf_0.25,0.25,1,0.05,0.95,0.0,0.0,0.0,0.0,mixed
tier0_tier1_tier2,trained,-0.05093057485869612,14,0.7,0.30000000000000004,0.14285714285714285,0.35714285714285715,0.13333333333333333,0.12380952380952381,mixed
tier0_tier1_tier2,conf_0.00,0.0,12,0.6,0.4,0.08333333333333333,0.25,0.06666666666666667,0.08,mixed
tier0_tier1_tier2,conf_0.05,0.05,7,0.35,0.65,0.14285714285714285,0.2857142857142857,0.1,0.1,mixed
tier0_tier1_tier2,conf_0.10,0.1,6,0.3,0.7,0.0,0.16666666666666666,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.15,0.15,6,0.3,0.7,0.0,0.16666666666666666,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.20,0.2,5,0.25,0.75,0.0,0.2,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.25,0.25,4,0.2,0.8,0.0,0.25,0.0,0.0,mixed
