config,holdout_workload,case_id,workload,stressor,label_name,label,block_idx,block_start_s,block_end_s,score,pvalue,phase_guard_applied,phase_template_score,phase_tolerance,phase_excess_score,phase_pvalue,block_alert,persist_alert,is_selected_for_diagnosis,diagnosis_selection_weight,threshold,dominant_tier,dominant_mechanism,top_feature_1,top_feature_score_1,top_feature_2,top_feature_score_2,top_feature_3,top_feature_score_3,feature_profile
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,0,0.0,90.0,0.01013471406470657,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,1,0.20020034203875056,0.029650035109930587,tier0,memory_io,tier0:uptime_s,0.0009083331992481253,tier0:mem_inactive_bytes,0.0005756203016932685,tier0:syscalls,0.0005622847415646115,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,1,1.0,91.0,0.010111908593717063,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,1,0.1997498445641002,0.029650035109930587,tier0,memory_io,tier0:uptime_s,0.0009180784571004101,tier0:mem_inactive_bytes,0.0005782712169212763,tier0:syscalls,0.0005646616251621236,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,2,2.0,92.0,0.01013372370698665,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,1,0.20018077859048725,0.029650035109930587,tier0,memory_io,tier0:uptime_s,0.0009266196125598207,tier0:mem_inactive_bytes,0.0005797258195302573,tier0:syscalls,0.0005658840730943177,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,3,3.0,93.0,0.010119474562586921,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,1,0.19989930211622542,0.029650035109930587,tier0,memory_io,tier0:uptime_s,0.000934268323373105,tier0:mem_inactive_bytes,0.0005799485162115646,tier0:syscalls,0.0005660258999263051,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,4,4.0,94.0,0.010123039959747452,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,1,0.19996973269043647,0.029650035109930587,tier0,memory_io,tier0:uptime_s,0.000941232537443473,tier0:mem_inactive_bytes,0.0005799672520025917,tier0:syscalls,0.0005657751394103092,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,5,5.0,95.0,0.010109409503950674,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.029650035109930587,tier0,memory_io,tier0:uptime_s,0.0009475997309799601,tier0:mem_inactive_bytes,0.0005790825205078457,tier0:syscalls,0.0005644348063709824,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,6,6.0,96.0,0.010107353250395273,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.029650035109930587,tier0,memory_io,tier0:uptime_s,0.0009534222660444361,tier0:mem_inactive_bytes,0.0005773406799669819,tier0:syscalls,0.0005627769786631749,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,7,7.0,97.0,0.010107003601361573,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.029650035109930587,tier0,memory_io,tier0:uptime_s,0.0009586994064493004,tier0:mem_inactive_bytes,0.0005756566916106855,tier0:syscalls,0.0005611742009627055,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,8,8.0,98.0,0.010047329151075124,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.029650035109930587,tier0,memory_io,tier0:uptime_s,0.0009635650957302371,tier0:mem_inactive_bytes,0.0005733563987871984,tier0:syscalls,0.0005589678194160949,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,9,9.0,99.0,0.010032689614738716,0.2506043513295729,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.029650035109930587,tier0,memory_io,tier0:uptime_s,0.0009681291834335861,tier0:mem_inactive_bytes,0.0005714126481929058,tier0:syscalls,0.0005570898642809967,full
