config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile,diagnosis_target,diagnosis_mode,family_acc,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,mean_family_margin,median_family_margin,family_margin_tau,confidence_tau,status,min_class_count,min_group_count,group_key,include_workload
tier0,20,0.3,0.5,0.3,0.25272727272727274,0.023168760577821846,0.013993684651133681,full,feature_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1,20,0.25,0.5,0.25,0.27999999999999997,0.015685381422509016,0.01570835501082518,full,feature_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1_tier2,20,0.3,0.5,0.3,0.25142857142857145,0.017908583948159425,0.015798591761013003,full,feature_level,whole_run,,,,,,,,,,,,,,,,
tier0,20,0.3,0.6,0.3,0.2606782106782107,0.013100275553700271,0.00889387620895192,full,feature_level,post_alert_window,,,,,,,,,,,,,,,,
tier0_tier1,20,0.1,0.25,0.1,0.10158730158730159,0.09961192084448661,0.033782200737744766,full,feature_level,post_alert_window,,,,,,,,,,,,,,,,
tier0_tier1_tier2,20,0.1,0.25,0.1,0.07636363636363637,0.03197597299514899,0.029217297577970952,full,feature_level,post_alert_window,,,,,,,,,,,,,,,,
tier0,20,0.35,0.5,0.35,0.2735353535353535,0.005353973486790472,0.006796428248465436,full,hierarchical,whole_run,0.45,0.4,0.6,0.5,0.5,0.4,0.2742857142857143,0.016356779029052068,0.014941517470514754,0.01300934694070335,0.12478164254546678,,,,,
tier0_tier1,20,0.3,0.6,0.3,0.34523809523809523,0.011304565366727876,0.01570835501082518,full,hierarchical,whole_run,0.5,0.75,0.25,0.26666666666666666,0.6,0.2833333333333333,0.3238095238095238,0.024044687562673146,0.02241103821355354,0.015266450469488293,0.02953600081019052,,,,,
tier0_tier1_tier2,20,0.2,0.35,0.2,0.17142857142857143,0.014550664162671808,0.019091862817098598,full,hierarchical,whole_run,0.35,0.65,0.35,0.3076923076923077,0.38461538461538464,0.3,0.27999999999999997,0.019845940999082826,0.016836528394570675,0.013026637147986415,0.04356222789620698,,,,,
tier0,20,0.4,0.75,0.4,0.3871428571428571,-0.014445360657758801,0.0031668924357917266,full,hierarchical,post_alert_window,0.45,0.55,0.45,0.36363636363636365,0.6363636363636364,0.4666666666666666,0.3704761904761905,0.016356779029052068,0.014941517470514754,0.01300934694070335,-0.06035582689811195,,,,,
tier0_tier1,20,0.2,0.35,0.2,0.17777777777777776,0.01494600701761809,0.02652420419902582,full,hierarchical,post_alert_window,0.5,0.3,0.7,0.16666666666666666,0.5,0.2,0.13333333333333333,0.024044687562673146,0.02241103821355354,0.015266450469488293,0.5182838150655065,,,,,
tier0_tier1_tier2,20,0.2,0.35,0.2,0.15042735042735042,-0.010200562209636109,-0.0037156952755222905,full,hierarchical,post_alert_window,0.35,0.55,0.45,0.09090909090909091,0.2727272727272727,0.06666666666666667,0.05,0.019845940999082826,0.016836528394570675,0.013026637147986415,-0.02096295680746687,,,,,
tier0,20,0.55,0.9,0.5277777777777778,0.4343434343434343,0.033342085602794724,0.041977274986092356,full,family_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1,20,0.5,0.9,0.38888888888888884,0.41253561253561255,0.018341906760101067,0.01080919825548915,full,family_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1_tier2,20,0.45,0.95,0.47222222222222227,0.5036630036630036,0.016324378389904047,0.013549769502460354,full,family_level,whole_run,,,,,,,,,,,,,,,,
tier0,20,,,,,,,full,supervised,whole_run,,,,,,,,,,,,skipped_insufficient_samples,4.0,4.0,base_case_id,1.0
tier0_tier1,20,,,,,,,full,supervised,whole_run,,,,,,,,,,,,skipped_insufficient_samples,4.0,4.0,base_case_id,1.0
tier0_tier1_tier2,20,,,,,,,full,supervised,whole_run,,,,,,,,,,,,skipped_insufficient_samples,4.0,4.0,base_case_id,1.0
