config,gate_label,confidence_threshold,n_kept,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,feature_profile
tier0,conf_0.00,0.0,12,0.6,0.4,0.3333333333333333,0.4166666666666667,0.26666666666666666,0.27222222222222225,mixed
tier0,trained,0.044986907372177545,6,0.3,0.7,0.3333333333333333,0.5,0.3333333333333333,0.14666666666666667,mixed
tier0,conf_0.05,0.05,6,0.3,0.7,0.3333333333333333,0.5,0.3333333333333333,0.14666666666666667,mixed
tier0,conf_0.10,0.1,6,0.3,0.7,0.3333333333333333,0.5,0.3333333333333333,0.14666666666666667,mixed
tier0,conf_0.15,0.15,2,0.1,0.9,0.5,0.5,0.5,0.2,mixed
tier0,conf_0.20,0.2,2,0.1,0.9,0.5,0.5,0.5,0.2,mixed
tier0,conf_0.25,0.25,1,0.05,0.95,1.0,1.0,1.0,0.2,mixed
tier0_tier1,trained,-0.25649967488844244,16,0.8,0.19999999999999996,0.3125,0.375,0.25,0.2,mixed
tier0_tier1,conf_0.00,0.0,12,0.6,0.4,0.25,0.25,0.2333333333333333,0.19047619047619047,mixed
tier0_tier1,conf_0.05,0.05,9,0.45,0.55,0.1111111111111111,0.1111111111111111,0.1,0.05714285714285714,mixed
tier0_tier1,conf_0.10,0.1,7,0.35,0.65,0.0,0.0,0.0,0.0,mixed
tier0_tier1,conf_0.15,0.15,5,0.25,0.75,0.0,0.0,0.0,0.0,mixed
tier0_tier1,conf_0.20,0.2,4,0.2,0.8,0.0,0.0,0.0,0.0,mixed
tier0_tier1,conf_0.25,0.25,4,0.2,0.8,0.0,0.0,0.0,0.0,mixed
tier0_tier1_tier2,trained,-0.1230282298798226,15,0.75,0.25,0.13333333333333333,0.4,0.1,0.08,mixed
tier0_tier1_tier2,conf_0.00,0.0,11,0.55,0.44999999999999996,0.0,0.18181818181818182,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.05,0.05,6,0.3,0.7,0.0,0.3333333333333333,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.10,0.1,4,0.2,0.8,0.0,0.5,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.15,0.15,3,0.15,0.85,0.0,0.3333333333333333,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.20,0.2,3,0.15,0.85,0.0,0.3333333333333333,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.25,0.25,3,0.15,0.85,0.0,0.3333333333333333,0.0,0.0,mixed
