config,gate_label,confidence_threshold,n_kept,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,feature_profile
tier0,trained,-0.05402593703068856,16,0.8,0.19999999999999996,0.1875,0.375,0.16666666666666666,0.15158730158730158,mixed
tier0,conf_0.00,0.0,16,0.8,0.19999999999999996,0.1875,0.375,0.16666666666666666,0.15158730158730158,mixed
tier0,conf_0.05,0.05,11,0.55,0.44999999999999996,0.18181818181818182,0.36363636363636365,0.16666666666666666,0.14666666666666667,mixed
tier0,conf_0.10,0.1,7,0.35,0.65,0.2857142857142857,0.42857142857142855,0.375,0.26666666666666666,mixed
tier0,conf_0.15,0.15,5,0.25,0.75,0.4,0.6,0.6666666666666666,0.3333333333333333,mixed
tier0,conf_0.20,0.2,1,0.05,0.95,0.0,0.0,0.0,0.0,mixed
tier0,conf_0.25,0.25,0,0.0,1.0,,,,,mixed
tier0_tier1,conf_0.00,0.0,14,0.7,0.30000000000000004,0.0,0.21428571428571427,0.0,0.0,mixed
tier0_tier1,conf_0.05,0.05,12,0.6,0.4,0.0,0.16666666666666666,0.0,0.0,mixed
tier0_tier1,conf_0.10,0.1,11,0.55,0.44999999999999996,0.0,0.18181818181818182,0.0,0.0,mixed
tier0_tier1,trained,0.12954981646993136,10,0.5,0.5,0.0,0.2,0.0,0.0,mixed
tier0_tier1,conf_0.15,0.15,10,0.5,0.5,0.0,0.2,0.0,0.0,mixed
tier0_tier1,conf_0.20,0.2,9,0.45,0.55,0.0,0.2222222222222222,0.0,0.0,mixed
tier0_tier1,conf_0.25,0.25,7,0.35,0.65,0.0,0.2857142857142857,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.00,0.0,14,0.7,0.30000000000000004,0.14285714285714285,0.35714285714285715,0.16666666666666666,0.18333333333333332,mixed
tier0_tier1_tier2,conf_0.05,0.05,9,0.45,0.55,0.0,0.2222222222222222,0.0,0.0,mixed
tier0_tier1_tier2,trained,0.07018420092234018,6,0.3,0.7,0.0,0.3333333333333333,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.10,0.1,6,0.3,0.7,0.0,0.3333333333333333,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.15,0.15,6,0.3,0.7,0.0,0.3333333333333333,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.20,0.2,4,0.2,0.8,0.0,0.25,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.25,0.25,3,0.15,0.85,0.0,0.3333333333333333,0.0,0.0,mixed
