config,gate_label,confidence_threshold,n_kept,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,feature_profile
tier0,trained,-0.016287541694742953,16,0.8,0.19999999999999996,0.25,0.6875,0.2333333333333333,0.21428571428571427,mixed
tier0,conf_0.00,0.0,16,0.8,0.19999999999999996,0.25,0.6875,0.2333333333333333,0.21428571428571427,mixed
tier0,conf_0.05,0.05,16,0.8,0.19999999999999996,0.25,0.6875,0.2333333333333333,0.21428571428571427,mixed
tier0,conf_0.10,0.1,9,0.45,0.55,0.1111111111111111,0.6666666666666666,0.1,0.08,mixed
tier0,conf_0.15,0.15,6,0.3,0.7,0.16666666666666666,0.6666666666666666,0.125,0.1,mixed
tier0,conf_0.20,0.2,4,0.2,0.8,0.25,0.75,0.25,0.13333333333333333,mixed
tier0,conf_0.25,0.25,2,0.1,0.9,0.0,1.0,0.0,0.0,mixed
tier0_tier1,trained,-0.026989911645195798,13,0.65,0.35,0.15384615384615385,0.46153846153846156,0.13333333333333333,0.08888888888888888,mixed
tier0_tier1,conf_0.00,0.0,13,0.65,0.35,0.15384615384615385,0.46153846153846156,0.13333333333333333,0.08888888888888888,mixed
tier0_tier1,conf_0.05,0.05,10,0.5,0.5,0.2,0.5,0.13333333333333333,0.1,mixed
tier0_tier1,conf_0.10,0.1,10,0.5,0.5,0.2,0.5,0.13333333333333333,0.1,mixed
tier0_tier1,conf_0.15,0.15,8,0.4,0.6,0.125,0.5,0.1,0.08,mixed
tier0_tier1,conf_0.20,0.2,6,0.3,0.7,0.0,0.5,0.0,0.0,mixed
tier0_tier1,conf_0.25,0.25,4,0.2,0.8,0.0,0.5,0.0,0.0,mixed
tier0_tier1_tier2,trained,-0.15419504143722682,16,0.8,0.19999999999999996,0.1875,0.375,0.25,0.15714285714285714,mixed
tier0_tier1_tier2,conf_0.00,0.0,15,0.75,0.25,0.13333333333333333,0.3333333333333333,0.2,0.1,mixed
tier0_tier1_tier2,conf_0.05,0.05,9,0.45,0.55,0.1111111111111111,0.3333333333333333,0.2,0.13333333333333333,mixed
tier0_tier1_tier2,conf_0.10,0.1,7,0.35,0.65,0.14285714285714285,0.2857142857142857,0.2,0.13333333333333333,mixed
tier0_tier1_tier2,conf_0.15,0.15,3,0.15,0.85,0.0,0.3333333333333333,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.20,0.2,2,0.1,0.9,0.0,0.5,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.25,0.25,2,0.1,0.9,0.0,0.5,0.0,0.0,mixed
