config,gate_label,confidence_threshold,n_kept,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,feature_profile
tier0,trained,-0.040325341839679736,13,0.65,0.35,0.3076923076923077,0.6153846153846154,0.2333333333333333,0.22380952380952382,full
tier0,conf_0.00,0.0,13,0.65,0.35,0.3076923076923077,0.6153846153846154,0.2333333333333333,0.22380952380952382,full
tier0,conf_0.05,0.05,9,0.45,0.55,0.4444444444444444,0.5555555555555556,0.4,0.31333333333333335,full
tier0,conf_0.10,0.1,5,0.25,0.75,0.4,0.4,0.2222222222222222,0.16,full
tier0,conf_0.15,0.15,3,0.15,0.85,0.6666666666666666,0.6666666666666666,0.5,0.2,full
tier0,conf_0.20,0.2,0,0.0,1.0,,,,,full
tier0,conf_0.25,0.25,0,0.0,1.0,,,,,full
tier0_tier1,conf_0.00,0.0,14,0.7,0.30000000000000004,0.21428571428571427,0.42857142857142855,0.2,0.22666666666666666,full
tier0_tier1,conf_0.05,0.05,13,0.65,0.35,0.23076923076923078,0.46153846153846156,0.21666666666666665,0.26,full
tier0_tier1,conf_0.10,0.1,9,0.45,0.55,0.1111111111111111,0.4444444444444444,0.1,0.1,full
tier0_tier1,conf_0.15,0.15,6,0.3,0.7,0.0,0.5,0.0,0.0,full
tier0_tier1,conf_0.20,0.2,6,0.3,0.7,0.0,0.5,0.0,0.0,full
tier0_tier1,conf_0.25,0.25,6,0.3,0.7,0.0,0.5,0.0,0.0,full
tier0_tier1,trained,0.45117040391727997,2,0.1,0.9,0.0,1.0,0.0,0.0,full
tier0_tier1_tier2,trained,-0.09031972685380098,15,0.75,0.25,0.13333333333333333,0.26666666666666666,0.11666666666666665,0.12000000000000002,full
tier0_tier1_tier2,conf_0.00,0.0,11,0.55,0.44999999999999996,0.09090909090909091,0.18181818181818182,0.1,0.1,full
tier0_tier1_tier2,conf_0.05,0.05,7,0.35,0.65,0.0,0.14285714285714285,0.0,0.0,full
tier0_tier1_tier2,conf_0.10,0.1,6,0.3,0.7,0.0,0.0,0.0,0.0,full
tier0_tier1_tier2,conf_0.15,0.15,4,0.2,0.8,0.0,0.0,0.0,0.0,full
tier0_tier1_tier2,conf_0.20,0.2,4,0.2,0.8,0.0,0.0,0.0,0.0,full
tier0_tier1_tier2,conf_0.25,0.25,1,0.05,0.95,0.0,0.0,0.0,0.0,full
