config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile,diagnosis_target,diagnosis_mode,family_acc,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,mean_family_margin,median_family_margin,family_margin_tau,confidence_tau,status,min_class_count,min_group_count,group_key,include_workload
tier0,20,0.3,0.5,0.3,0.25272727272727274,0.023168760577821846,0.013993684651133681,mixed,feature_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1,20,0.2,0.6,0.2,0.14153846153846156,0.0159682089795423,0.016440847676305298,mixed,feature_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1_tier2,20,0.4,0.8,0.4,0.4126984126984127,0.013528817590509643,0.014400767553505542,mixed,feature_level,whole_run,,,,,,,,,,,,,,,,
tier0,20,0.3,0.6,0.3,0.2606782106782107,0.013100275553700271,0.00889387620895192,mixed,feature_level,post_alert_window,,,,,,,,,,,,,,,,
tier0_tier1,20,0.1,0.3,0.1,0.05714285714285714,0.09695494299694564,0.03975639777597233,mixed,feature_level,post_alert_window,,,,,,,,,,,,,,,,
tier0_tier1_tier2,20,0.05,0.35,0.05,0.06666666666666667,0.10009235451765656,0.02624818236014871,mixed,feature_level,post_alert_window,,,,,,,,,,,,,,,,
tier0,20,0.35,0.5,0.35,0.2735353535353535,0.005353973486790472,0.006796428248465436,mixed,hierarchical,whole_run,0.45,0.4,0.6,0.5,0.5,0.4,0.2742857142857143,0.016356779029052068,0.014941517470514754,0.01300934694070335,0.12478164254546678,,,,,
tier0_tier1,20,0.3,0.55,0.3,0.23729603729603727,-0.005855741689823881,-0.00022159130307064512,mixed,hierarchical,whole_run,0.4,0.5,0.5,0.4,0.7,0.4666666666666666,0.3276190476190476,0.027478220416181594,0.02805124527764333,0.013124704868571112,0.0010144962216028439,,,,,
tier0_tier1_tier2,20,0.3,0.75,0.3,0.296060606060606,0.003126108440948004,0.0045834508174670135,mixed,hierarchical,whole_run,0.35,0.45,0.55,0.3333333333333333,0.8888888888888888,0.4,0.31333333333333335,0.024411115015259777,0.024726429494733283,0.015086121424009901,0.08110551141416936,,,,,
tier0,20,0.4,0.75,0.4,0.3871428571428571,-0.014445360657758801,0.0031668924357917266,mixed,hierarchical,post_alert_window,0.45,0.55,0.45,0.36363636363636365,0.6363636363636364,0.4666666666666666,0.3704761904761905,0.016356779029052068,0.014941517470514754,0.01300934694070335,-0.06035582689811195,,,,,
tier0_tier1,20,0.3,0.35,0.3,0.18571428571428572,-0.0991469530758337,-0.03237634269494319,mixed,hierarchical,post_alert_window,0.4,0.7,0.3,0.42857142857142855,0.5,0.35,0.2533333333333333,0.027478220416181594,0.02805124527764333,0.013124704868571112,-0.22895625850035728,,,,,
tier0_tier1_tier2,20,0.15,0.3,0.15,0.10666666666666666,0.020547281236383597,0.0025466951929415393,mixed,hierarchical,post_alert_window,0.35,0.6,0.4,0.0,0.25,0.0,0.0,0.024411115015259777,0.024726429494733283,0.015086121424009901,-0.02326789252300501,,,,,
tier0,20,0.55,0.9,0.5277777777777778,0.4343434343434343,0.033342085602794724,0.041977274986092356,mixed,family_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1,20,0.5,0.75,0.4444444444444445,0.3567447045707916,0.020891041723248956,0.01833130552906985,mixed,family_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1_tier2,20,0.5,0.7,0.5,0.4490842490842491,0.020834368153935447,0.018464162070290904,mixed,family_level,whole_run,,,,,,,,,,,,,,,,
tier0,20,,,,,,,mixed,supervised,whole_run,,,,,,,,,,,,skipped_insufficient_samples,4.0,4.0,base_case_id,1.0
tier0_tier1,20,,,,,,,mixed,supervised,whole_run,,,,,,,,,,,,skipped_insufficient_samples,4.0,4.0,base_case_id,1.0
tier0_tier1_tier2,20,,,,,,,mixed,supervised,whole_run,,,,,,,,,,,,skipped_insufficient_samples,4.0,4.0,base_case_id,1.0
