config,gate_label,confidence_threshold,n_kept,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,feature_profile
tier0,conf_0.00,0.0,11,0.55,0.44999999999999996,0.5454545454545454,0.6363636363636364,0.4666666666666666,0.37666666666666665,full
tier0,conf_0.05,0.05,8,0.4,0.6,0.5,0.625,0.5,0.29333333333333333,full
tier0,trained,0.0628277193478847,7,0.35,0.65,0.5714285714285714,0.5714285714285714,0.5,0.32,full
tier0,conf_0.10,0.1,6,0.3,0.7,0.5,0.5,0.5,0.29333333333333333,full
tier0,conf_0.15,0.15,4,0.2,0.8,0.75,0.75,0.6666666666666666,0.36,full
tier0,conf_0.20,0.2,3,0.15,0.85,0.6666666666666666,0.6666666666666666,0.5,0.16,full
tier0,conf_0.25,0.25,2,0.1,0.9,1.0,1.0,1.0,0.2,full
tier0_tier1,trained,0.0,12,0.6,0.4,0.25,0.5833333333333334,0.2,0.21428571428571427,full
tier0_tier1,conf_0.00,0.0,12,0.6,0.4,0.25,0.5833333333333334,0.2,0.21428571428571427,full
tier0_tier1,conf_0.05,0.05,9,0.45,0.55,0.2222222222222222,0.4444444444444444,0.13333333333333333,0.11428571428571428,full
tier0_tier1,conf_0.10,0.1,6,0.3,0.7,0.0,0.3333333333333333,0.0,0.0,full
tier0_tier1,conf_0.15,0.15,2,0.1,0.9,0.0,0.5,0.0,0.0,full
tier0_tier1,conf_0.20,0.2,1,0.05,0.95,0.0,1.0,0.0,0.0,full
tier0_tier1,conf_0.25,0.25,0,0.0,1.0,,,,,full
tier0_tier1_tier2,conf_0.00,0.0,17,0.85,0.15000000000000002,0.23529411764705882,0.47058823529411764,0.25,0.17230769230769233,full
tier0_tier1_tier2,trained,0.03375710104315671,15,0.75,0.25,0.26666666666666666,0.5333333333333333,0.25,0.19230769230769232,full
tier0_tier1_tier2,conf_0.05,0.05,13,0.65,0.35,0.3076923076923077,0.6153846153846154,0.25,0.19230769230769232,full
tier0_tier1_tier2,conf_0.10,0.1,9,0.45,0.55,0.2222222222222222,0.6666666666666666,0.3,0.18333333333333332,full
tier0_tier1_tier2,conf_0.15,0.15,4,0.2,0.8,0.0,0.5,0.0,0.0,full
tier0_tier1_tier2,conf_0.20,0.2,3,0.15,0.85,0.0,0.3333333333333333,0.0,0.0,full
tier0_tier1_tier2,conf_0.25,0.25,2,0.1,0.9,0.0,0.5,0.0,0.0,full
