config,gate_label,confidence_threshold,n_kept,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,feature_profile
tier0,trained,-0.10564665906911835,13,0.65,0.35,0.46153846153846156,0.6923076923076923,0.4333333333333333,0.3871428571428571,full
tier0,conf_0.00,0.0,11,0.55,0.44999999999999996,0.36363636363636365,0.6363636363636364,0.26666666666666666,0.22999999999999998,full
tier0,conf_0.05,0.05,7,0.35,0.65,0.42857142857142855,0.5714285714285714,0.3333333333333333,0.26,full
tier0,conf_0.10,0.1,4,0.2,0.8,0.25,0.5,0.3333333333333333,0.2,full
tier0,conf_0.15,0.15,3,0.15,0.85,0.3333333333333333,0.6666666666666666,0.5,0.2,full
tier0,conf_0.20,0.2,2,0.1,0.9,0.5,1.0,0.5,0.2,full
tier0,conf_0.25,0.25,0,0.0,1.0,,,,,full
tier0_tier1,conf_0.00,0.0,11,0.55,0.44999999999999996,0.36363636363636365,0.45454545454545453,0.36666666666666664,0.29047619047619044,full
tier0_tier1,trained,0.041609639900948125,7,0.35,0.65,0.42857142857142855,0.5714285714285714,0.4,0.3333333333333333,full
tier0_tier1,conf_0.05,0.05,7,0.35,0.65,0.42857142857142855,0.5714285714285714,0.4,0.3333333333333333,full
tier0_tier1,conf_0.10,0.1,6,0.3,0.7,0.3333333333333333,0.5,0.3,0.2,full
tier0_tier1,conf_0.15,0.15,4,0.2,0.8,0.0,0.25,0.0,0.0,full
tier0_tier1,conf_0.20,0.2,4,0.2,0.8,0.0,0.25,0.0,0.0,full
tier0_tier1,conf_0.25,0.25,3,0.15,0.85,0.0,0.0,0.0,0.0,full
tier0_tier1_tier2,trained,-0.07429927161580319,14,0.7,0.30000000000000004,0.35714285714285715,0.42857142857142855,0.31666666666666665,0.27936507936507937,full
tier0_tier1_tier2,conf_0.00,0.0,11,0.55,0.44999999999999996,0.2727272727272727,0.36363636363636365,0.25,0.24761904761904763,full
tier0_tier1_tier2,conf_0.05,0.05,4,0.2,0.8,0.25,0.25,0.16666666666666666,0.13333333333333333,full
tier0_tier1_tier2,conf_0.10,0.1,4,0.2,0.8,0.25,0.25,0.16666666666666666,0.13333333333333333,full
tier0_tier1_tier2,conf_0.15,0.15,1,0.05,0.95,0.0,0.0,0.0,0.0,full
tier0_tier1_tier2,conf_0.20,0.2,1,0.05,0.95,0.0,0.0,0.0,0.0,full
tier0_tier1_tier2,conf_0.25,0.25,0,0.0,1.0,,,,,full
