config,gate_label,confidence_threshold,n_kept,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,feature_profile
tier0,conf_0.00,0.0,10,0.5,0.5,0.5,0.6,0.4,0.31,full
tier0,trained,0.021043489856150635,9,0.45,0.55,0.5555555555555556,0.6666666666666666,0.5,0.31,full
tier0,conf_0.05,0.05,6,0.3,0.7,0.5,0.5,0.5,0.29333333333333333,full
tier0,conf_0.10,0.1,5,0.25,0.75,0.6,0.6,0.5,0.29333333333333333,full
tier0,conf_0.15,0.15,4,0.2,0.8,0.5,0.5,0.3333333333333333,0.16,full
tier0,conf_0.20,0.2,3,0.15,0.85,0.6666666666666666,0.6666666666666666,0.5,0.16,full
tier0,conf_0.25,0.25,3,0.15,0.85,0.6666666666666666,0.6666666666666666,0.5,0.16,full
tier0_tier1,trained,0.0,12,0.6,0.4,0.16666666666666666,0.5,0.15,0.16,full
tier0_tier1,conf_0.00,0.0,12,0.6,0.4,0.16666666666666666,0.5,0.15,0.16,full
tier0_tier1,conf_0.05,0.05,10,0.5,0.5,0.2,0.5,0.16666666666666666,0.18,full
tier0_tier1,conf_0.10,0.1,6,0.3,0.7,0.0,0.3333333333333333,0.0,0.0,full
tier0_tier1,conf_0.15,0.15,4,0.2,0.8,0.0,0.5,0.0,0.0,full
tier0_tier1,conf_0.20,0.2,1,0.05,0.95,0.0,1.0,0.0,0.0,full
tier0_tier1,conf_0.25,0.25,1,0.05,0.95,0.0,1.0,0.0,0.0,full
tier0_tier1_tier2,conf_0.00,0.0,16,0.8,0.19999999999999996,0.25,0.4375,0.25,0.17230769230769233,full
tier0_tier1_tier2,trained,0.03715784742454138,14,0.7,0.30000000000000004,0.2857142857142857,0.5,0.25,0.19230769230769232,full
tier0_tier1_tier2,conf_0.05,0.05,14,0.7,0.30000000000000004,0.2857142857142857,0.5,0.25,0.19230769230769232,full
tier0_tier1_tier2,conf_0.10,0.1,9,0.45,0.55,0.2222222222222222,0.5555555555555556,0.3,0.18333333333333332,full
tier0_tier1_tier2,conf_0.15,0.15,4,0.2,0.8,0.0,0.0,0.0,0.0,full
tier0_tier1_tier2,conf_0.20,0.2,3,0.15,0.85,0.0,0.0,0.0,0.0,full
tier0_tier1_tier2,conf_0.25,0.25,2,0.1,0.9,0.0,0.0,0.0,0.0,full
