config,gate_label,confidence_threshold,n_kept,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,feature_profile
tier0,trained,-0.08766908386763178,14,0.7,0.30000000000000004,0.21428571428571427,0.42857142857142855,0.2,0.19047619047619047,mixed
tier0,conf_0.00,0.0,14,0.7,0.30000000000000004,0.21428571428571427,0.42857142857142855,0.2,0.19047619047619047,mixed
tier0,conf_0.05,0.05,12,0.6,0.4,0.25,0.5,0.26666666666666666,0.21714285714285717,mixed
tier0,conf_0.10,0.1,9,0.45,0.55,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.2,mixed
tier0,conf_0.15,0.15,3,0.15,0.85,0.6666666666666666,1.0,0.75,0.3333333333333333,mixed
tier0,conf_0.20,0.2,0,0.0,1.0,,,,,mixed
tier0,conf_0.25,0.25,0,0.0,1.0,,,,,mixed
tier0_tier1,trained,-0.08145293417388112,12,0.6,0.4,0.25,0.4166666666666667,0.2333333333333333,0.18095238095238092,mixed
tier0_tier1,conf_0.00,0.0,9,0.45,0.55,0.1111111111111111,0.2222222222222222,0.125,0.1,mixed
tier0_tier1,conf_0.05,0.05,6,0.3,0.7,0.0,0.16666666666666666,0.0,0.0,mixed
tier0_tier1,conf_0.10,0.1,6,0.3,0.7,0.0,0.16666666666666666,0.0,0.0,mixed
tier0_tier1,conf_0.15,0.15,4,0.2,0.8,0.0,0.25,0.0,0.0,mixed
tier0_tier1,conf_0.20,0.2,3,0.15,0.85,0.0,0.3333333333333333,0.0,0.0,mixed
tier0_tier1,conf_0.25,0.25,3,0.15,0.85,0.0,0.3333333333333333,0.0,0.0,mixed
tier0_tier1_tier2,trained,-0.01776490154440067,14,0.7,0.30000000000000004,0.14285714285714285,0.21428571428571427,0.1,0.1,mixed
tier0_tier1_tier2,conf_0.00,0.0,13,0.65,0.35,0.15384615384615385,0.15384615384615385,0.1,0.11428571428571428,mixed
tier0_tier1_tier2,conf_0.05,0.05,9,0.45,0.55,0.0,0.0,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.10,0.1,8,0.4,0.6,0.0,0.0,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.15,0.15,4,0.2,0.8,0.0,0.0,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.20,0.2,3,0.15,0.85,0.0,0.0,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.25,0.25,2,0.1,0.9,0.0,0.0,0.0,0.0,mixed
