config,holdout_workload,case_id,workload,stressor,label_name,label,block_idx,block_start_s,block_end_s,score,pvalue,phase_guard_applied,phase_template_score,phase_tolerance,phase_excess_score,phase_pvalue,block_alert,persist_alert,is_selected_for_diagnosis,diagnosis_selection_weight,threshold,dominant_tier,dominant_mechanism,top_feature_1,top_feature_score_1,top_feature_2,top_feature_score_2,top_feature_3,top_feature_score_3,feature_profile
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,0,0.0,120.0,0.006184844079417735,0.25066904549509367,0,0.0,0.0,0.0,1.0,0,0,1,0.20076353009935083,0.018430977518064755,tier0,memory_io,tier0:uptime_s,0.0006089754803707228,tier0:net_sent_Pps,0.00034449154916400105,tier0:mem_inactive_bytes,0.00028634943199554934,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,1,1.0,121.0,0.006162879796004845,0.25066904549509367,0,0.0,0.0,0.0,1.0,0,0,1,0.20005055706115427,0.018430977518064755,tier0,memory_io,tier0:uptime_s,0.0006131979984500167,tier0:net_sent_Pps,0.00034371068329064135,tier0:mem_inactive_bytes,0.00028634257590207877,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,2,2.0,122.0,0.006166820168879019,0.25066904549509367,0,0.0,0.0,0.0,1.0,0,0,1,0.2001784637889503,0.018430977518064755,tier0,memory_io,tier0:uptime_s,0.0006165912807689778,tier0:net_sent_Pps,0.0003454427307517293,tier0:mem_inactive_bytes,0.00028622439946685637,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,3,3.0,123.0,0.006150046421773197,0.25066904549509367,0,0.0,0.0,0.0,1.0,0,0,1,0.19963397848928602,0.018430977518064755,tier0,memory_io,tier0:uptime_s,0.0006194123987386438,tier0:net_sent_Pps,0.0003437293161920821,tier0:mem_inactive_bytes,0.00028545124279313547,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,4,4.0,124.0,0.006142021055236233,0.25066904549509367,0,0.0,0.0,0.0,1.0,0,0,1,0.19937347056125856,0.018430977518064755,tier0,memory_io,tier0:uptime_s,0.0006217908614276714,tier0:net_sent_Pps,0.0003421267797598789,tier0:mem_inactive_bytes,0.0002844944966603797,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,5,5.0,125.0,0.006132832980696051,0.25066904549509367,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.018430977518064755,tier0,memory_io,tier0:uptime_s,0.0006238987593275359,tier0:net_sent_Pps,0.0003439606967765286,tier0:mem_inactive_bytes,0.0002838786253361929,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,6,6.0,126.0,0.006125130783231719,0.25066904549509367,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.018430977518064755,tier0,memory_io,tier0:uptime_s,0.000625773679913581,tier0:net_sent_Pps,0.00034432613527042756,tier0:mem_inactive_bytes,0.00028283019112089914,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,7,7.0,127.0,0.006133939602470556,0.25066904549509367,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.018430977518064755,tier0,memory_io,tier0:uptime_s,0.0006274853695433876,tier0:net_sent_Pps,0.00034827818222668485,tier0:mem_inactive_bytes,0.00028155193648576367,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,8,8.0,128.0,0.0061033001251317165,0.25066904549509367,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.018430977518064755,tier0,memory_io,tier0:uptime_s,0.0006291189829084316,tier0:net_sent_Pps,0.00034020575434885996,tier0:mem_inactive_bytes,0.0002808338070194696,full
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,ANOMALY,1,9,9.0,129.0,0.006103317694690626,0.25066904549509367,0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.018430977518064755,tier0,memory_io,tier0:uptime_s,0.0006307511035336161,tier0:net_sent_Pps,0.00034342859726817974,tier0:mem_inactive_bytes,0.0002803311493017166,full
