config,gate_label,confidence_threshold,n_kept,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,feature_profile
tier0,conf_0.00,0.0,16,0.8,0.19999999999999996,0.3125,0.4375,0.3125,0.19797979797979798,mixed
tier0,conf_0.05,0.05,11,0.55,0.44999999999999996,0.45454545454545453,0.5454545454545454,0.35416666666666663,0.23428571428571426,mixed
tier0,conf_0.10,0.1,8,0.4,0.6,0.5,0.625,0.3125,0.22000000000000003,mixed
tier0,conf_0.15,0.15,6,0.3,0.7,0.5,0.6666666666666666,0.25,0.13333333333333333,mixed
tier0,trained,0.15931966923260926,6,0.3,0.7,0.5,0.6666666666666666,0.25,0.13333333333333333,mixed
tier0,conf_0.20,0.2,5,0.25,0.75,0.6,0.6,0.375,0.15,mixed
tier0,conf_0.25,0.25,5,0.25,0.75,0.6,0.6,0.375,0.15,mixed
tier0_tier1,conf_0.00,0.0,16,0.8,0.19999999999999996,0.1875,0.3125,0.2,0.10909090909090909,mixed
tier0_tier1,conf_0.05,0.05,12,0.6,0.4,0.25,0.3333333333333333,0.2,0.13333333333333333,mixed
tier0_tier1,conf_0.10,0.1,11,0.55,0.44999999999999996,0.18181818181818182,0.2727272727272727,0.2,0.11428571428571428,mixed
tier0_tier1,trained,0.11849514023530781,10,0.5,0.5,0.2,0.2,0.2,0.13333333333333333,mixed
tier0_tier1,conf_0.15,0.15,9,0.45,0.55,0.2222222222222222,0.2222222222222222,0.2,0.13333333333333333,mixed
tier0_tier1,conf_0.20,0.2,4,0.2,0.8,0.25,0.25,0.25,0.2,mixed
tier0_tier1,conf_0.25,0.25,2,0.1,0.9,0.0,0.0,0.0,0.0,mixed
tier0_tier1_tier2,trained,-0.034957307330917634,16,0.8,0.19999999999999996,0.3125,0.4375,0.3833333333333333,0.33142857142857146,mixed
tier0_tier1_tier2,conf_0.00,0.0,15,0.75,0.25,0.3333333333333333,0.4666666666666667,0.3833333333333333,0.3514285714285714,mixed
tier0_tier1_tier2,conf_0.05,0.05,10,0.5,0.5,0.3,0.4,0.3,0.26666666666666666,mixed
tier0_tier1_tier2,conf_0.10,0.1,7,0.35,0.65,0.2857142857142857,0.42857142857142855,0.4,0.3333333333333333,mixed
tier0_tier1_tier2,conf_0.15,0.15,5,0.25,0.75,0.2,0.4,0.25,0.13333333333333333,mixed
tier0_tier1_tier2,conf_0.20,0.2,2,0.1,0.9,0.0,0.5,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.25,0.25,2,0.1,0.9,0.0,0.5,0.0,0.0,mixed
