config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile,diagnosis_target,diagnosis_mode,family_acc,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,mean_family_margin,median_family_margin,family_margin_tau,confidence_tau,status,min_class_count,min_group_count,group_key,include_workload
tier0,20,0.3,0.6,0.3,0.23896103896103896,0.02723074500852656,0.02115824024240509,full,feature_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1,20,0.2,0.4,0.2,0.17714285714285713,0.013507008779907006,0.009318268398132018,full,feature_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1_tier2,20,0.3,0.5,0.3,0.22095238095238096,0.01887329053135654,0.01733476438767148,full,feature_level,whole_run,,,,,,,,,,,,,,,,
tier0,20,0.3,0.5,0.3,0.2688888888888889,0.014782162420837717,0.010176539536850396,full,feature_level,post_alert_window,,,,,,,,,,,,,,,,
tier0_tier1,20,0.1,0.3,0.1,0.1,0.10135249017168665,0.045605758992660006,full,feature_level,post_alert_window,,,,,,,,,,,,,,,,
tier0_tier1_tier2,20,0.1,0.15,0.1,0.08,0.02567903938206214,0.02021184669639306,full,feature_level,post_alert_window,,,,,,,,,,,,,,,,
tier0,20,0.4,0.65,0.4,0.34222222222222215,-0.00029717392090020665,0.009789246847476021,full,hierarchical,whole_run,0.5,0.45,0.55,0.4444444444444444,0.5555555555555556,0.4,0.2742857142857143,0.015129204935914681,0.017260057760461182,0.012619715549816633,0.09269545041030616,,,,,
tier0_tier1,20,0.25,0.4,0.25,0.2571428571428571,0.011491394895776203,0.014944653127867441,full,hierarchical,whole_run,0.45,0.8,0.2,0.1875,0.375,0.18333333333333332,0.17777777777777776,0.02059439699118909,0.019522370951730462,0.009819853547237233,-0.03673347787443254,,,,,
tier0_tier1_tier2,20,0.2,0.45,0.2,0.146031746031746,0.01163380190927066,0.016246219263131745,full,hierarchical,whole_run,0.35,0.5,0.5,0.3,0.6,0.3333333333333333,0.18888888888888888,0.02095489034675136,0.01840833920597074,0.005873811601444193,0.05363570535576792,,,,,
tier0,20,0.4,0.6,0.4,0.39603174603174607,-0.016583259877850257,0.006215327508096294,full,hierarchical,post_alert_window,0.5,0.45,0.55,0.2222222222222222,0.4444444444444444,0.13333333333333333,0.11428571428571428,0.015129204935914681,0.017260057760461182,0.012619715549816633,0.02493589457400923,,,,,
tier0_tier1,20,0.1,0.3,0.1,0.0808080808080808,-0.021033520326724967,0.016247480823895266,full,hierarchical,post_alert_window,0.45,0.25,0.75,0.0,0.4,0.0,0.0,0.02059439699118909,0.019522370951730462,0.009819853547237233,0.3800510076524436,,,,,
tier0_tier1_tier2,20,0.2,0.3,0.2,0.15042735042735042,-0.014553987293319488,-0.013990600304985987,full,hierarchical,post_alert_window,0.35,0.55,0.45,0.09090909090909091,0.2727272727272727,0.06666666666666667,0.04444444444444444,0.02095489034675136,0.01840833920597074,0.005873811601444193,-0.13266161881081254,,,,,
tier0,20,0.6,0.85,0.5,0.4166666666666667,0.03428261730032582,0.0380401264344431,full,family_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1,20,0.4,0.85,0.3333333333333333,0.2793650793650793,0.019881523936527874,0.01911245529478592,full,family_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1_tier2,20,0.45,0.9,0.5833333333333334,0.48055555555555546,0.01458987922118985,0.01436244508868216,full,family_level,whole_run,,,,,,,,,,,,,,,,
tier0,20,,,,,,,full,supervised,whole_run,,,,,,,,,,,,skipped_insufficient_samples,4.0,4.0,base_case_id,1.0
tier0_tier1,20,,,,,,,full,supervised,whole_run,,,,,,,,,,,,skipped_insufficient_samples,4.0,4.0,base_case_id,1.0
tier0_tier1_tier2,20,,,,,,,full,supervised,whole_run,,,,,,,,,,,,skipped_insufficient_samples,4.0,4.0,base_case_id,1.0
