config,gate_label,confidence_threshold,n_kept,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,feature_profile
tier0,conf_0.00,0.0,15,0.75,0.25,0.4666666666666667,0.6,0.5,0.4590909090909091,full
tier0,conf_0.05,0.05,12,0.6,0.4,0.5,0.6666666666666666,0.55,0.45,full
tier0,conf_0.10,0.1,6,0.3,0.7,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.2833333333333333,full
tier0,conf_0.15,0.15,5,0.25,0.75,0.8,0.8,0.875,0.30476190476190473,full
tier0,trained,0.17573326107856352,4,0.2,0.8,0.75,0.75,0.75,0.17142857142857143,full
tier0,conf_0.20,0.2,4,0.2,0.8,0.75,0.75,0.75,0.17142857142857143,full
tier0,conf_0.25,0.25,4,0.2,0.8,0.75,0.75,0.75,0.17142857142857143,full
tier0_tier1,conf_0.00,0.0,14,0.7,0.30000000000000004,0.2857142857142857,0.35714285714285715,0.3,0.22666666666666666,full
tier0_tier1,trained,0.029365306824099335,10,0.5,0.5,0.2,0.3,0.16666666666666666,0.14666666666666667,full
tier0_tier1,conf_0.05,0.05,9,0.45,0.55,0.1111111111111111,0.2222222222222222,0.06666666666666667,0.06666666666666667,full
tier0_tier1,conf_0.10,0.1,3,0.15,0.85,0.0,0.0,0.0,0.0,full
tier0_tier1,conf_0.15,0.15,2,0.1,0.9,0.0,0.0,0.0,0.0,full
tier0_tier1,conf_0.20,0.2,1,0.05,0.95,0.0,0.0,0.0,0.0,full
tier0_tier1,conf_0.25,0.25,0,0.0,1.0,,,,,full
tier0_tier1_tier2,conf_0.00,0.0,17,0.85,0.15000000000000002,0.23529411764705882,0.35294117647058826,0.25,0.17230769230769233,full
tier0_tier1_tier2,conf_0.05,0.05,15,0.75,0.25,0.26666666666666666,0.4,0.25,0.17230769230769233,full
tier0_tier1_tier2,conf_0.10,0.1,9,0.45,0.55,0.2222222222222222,0.4444444444444444,0.2,0.08,full
tier0_tier1_tier2,trained,0.10020183239023978,9,0.45,0.55,0.2222222222222222,0.4444444444444444,0.2,0.08,full
tier0_tier1_tier2,conf_0.15,0.15,7,0.35,0.65,0.14285714285714285,0.42857142857142855,0.25,0.05714285714285714,full
tier0_tier1_tier2,conf_0.20,0.2,3,0.15,0.85,0.0,0.0,0.0,0.0,full
tier0_tier1_tier2,conf_0.25,0.25,1,0.05,0.95,0.0,0.0,0.0,0.0,full
