config,gate_label,confidence_threshold,n_kept,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,feature_profile
tier0,conf_0.00,0.0,17,0.85,0.15000000000000002,0.4117647058823529,0.5882352941176471,0.45,0.3466666666666667,mixed
tier0,conf_0.05,0.05,14,0.7,0.30000000000000004,0.42857142857142855,0.6428571428571429,0.4833333333333333,0.3555555555555555,mixed
tier0,conf_0.10,0.1,8,0.4,0.6,0.5,0.625,0.3125,0.2333333333333333,mixed
tier0,trained,0.12574218696235923,5,0.25,0.75,0.6,0.8,0.375,0.15,mixed
tier0,conf_0.15,0.15,5,0.25,0.75,0.6,0.8,0.375,0.15,mixed
tier0,conf_0.20,0.2,5,0.25,0.75,0.6,0.8,0.375,0.15,mixed
tier0,conf_0.25,0.25,4,0.2,0.8,0.75,1.0,0.5,0.17142857142857143,mixed
tier0_tier1,conf_0.00,0.0,15,0.75,0.25,0.3333333333333333,0.6,0.3833333333333333,0.24666666666666667,mixed
tier0_tier1,conf_0.05,0.05,12,0.6,0.4,0.3333333333333333,0.5833333333333334,0.4,0.20317460317460317,mixed
tier0_tier1,trained,0.08817889117678254,10,0.5,0.5,0.3,0.5,0.4,0.18,mixed
tier0_tier1,conf_0.10,0.1,9,0.45,0.55,0.3333333333333333,0.4444444444444444,0.4,0.19428571428571428,mixed
tier0_tier1,conf_0.15,0.15,5,0.25,0.75,0.4,0.6,0.4,0.2333333333333333,mixed
tier0_tier1,conf_0.20,0.2,2,0.1,0.9,0.0,0.5,0.0,0.0,mixed
tier0_tier1,conf_0.25,0.25,1,0.05,0.95,0.0,0.0,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.00,0.0,16,0.8,0.19999999999999996,0.5,0.625,0.55,0.52,mixed
tier0_tier1_tier2,conf_0.05,0.05,12,0.6,0.4,0.4166666666666667,0.5833333333333334,0.4333333333333333,0.3555555555555555,mixed
tier0_tier1_tier2,trained,0.09499007705242499,8,0.4,0.6,0.375,0.625,0.41666666666666663,0.2333333333333333,mixed
tier0_tier1_tier2,conf_0.10,0.1,8,0.4,0.6,0.375,0.625,0.41666666666666663,0.2333333333333333,mixed
tier0_tier1_tier2,conf_0.15,0.15,6,0.3,0.7,0.5,0.8333333333333334,0.5,0.26666666666666666,mixed
tier0_tier1_tier2,conf_0.20,0.2,3,0.15,0.85,0.6666666666666666,0.6666666666666666,0.5,0.16,mixed
tier0_tier1_tier2,conf_0.25,0.25,1,0.05,0.95,1.0,1.0,1.0,0.2,mixed
