config,gate_label,confidence_threshold,n_kept,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,feature_profile
tier0,trained,-0.0625526016764642,16,0.8,0.19999999999999996,0.25,0.4375,0.2333333333333333,0.20317460317460317,mixed
tier0,conf_0.00,0.0,16,0.8,0.19999999999999996,0.25,0.4375,0.2333333333333333,0.20317460317460317,mixed
tier0,conf_0.05,0.05,10,0.5,0.5,0.2,0.3,0.16666666666666666,0.16,mixed
tier0,conf_0.10,0.1,6,0.3,0.7,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,mixed
tier0,conf_0.15,0.15,4,0.2,0.8,0.5,0.5,0.6666666666666666,0.3333333333333333,mixed
tier0,conf_0.20,0.2,3,0.15,0.85,0.3333333333333333,0.3333333333333333,0.5,0.2,mixed
tier0,conf_0.25,0.25,1,0.05,0.95,0.0,0.0,0.0,0.0,mixed
tier0_tier1,trained,-0.16169141824610178,14,0.7,0.30000000000000004,0.07142857142857142,0.35714285714285715,0.06666666666666667,0.05,mixed
tier0_tier1,conf_0.00,0.0,14,0.7,0.30000000000000004,0.07142857142857142,0.35714285714285715,0.06666666666666667,0.05,mixed
tier0_tier1,conf_0.05,0.05,11,0.55,0.44999999999999996,0.09090909090909091,0.36363636363636365,0.1,0.06666666666666667,mixed
tier0_tier1,conf_0.10,0.1,10,0.5,0.5,0.1,0.3,0.2,0.08,mixed
tier0_tier1,conf_0.15,0.15,10,0.5,0.5,0.1,0.3,0.2,0.08,mixed
tier0_tier1,conf_0.20,0.2,8,0.4,0.6,0.125,0.375,0.2,0.1,mixed
tier0_tier1,conf_0.25,0.25,7,0.35,0.65,0.0,0.2857142857142857,0.0,0.0,mixed
tier0_tier1_tier2,trained,-0.0638026952756269,15,0.75,0.25,0.2,0.4666666666666667,0.21666666666666665,0.21666666666666665,mixed
tier0_tier1_tier2,conf_0.00,0.0,14,0.7,0.30000000000000004,0.14285714285714285,0.42857142857142855,0.15,0.15,mixed
tier0_tier1_tier2,conf_0.05,0.05,9,0.45,0.55,0.0,0.3333333333333333,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.10,0.1,6,0.3,0.7,0.0,0.3333333333333333,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.15,0.15,6,0.3,0.7,0.0,0.3333333333333333,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.20,0.2,4,0.2,0.8,0.0,0.5,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.25,0.25,4,0.2,0.8,0.0,0.5,0.0,0.0,mixed
