config,gate_label,confidence_threshold,n_kept,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,feature_profile
tier0,trained,-0.07460498759087983,14,0.7,0.30000000000000004,0.2857142857142857,0.5,0.26666666666666666,0.18666666666666668,mixed
tier0,conf_0.00,0.0,14,0.7,0.30000000000000004,0.2857142857142857,0.5,0.26666666666666666,0.18666666666666668,mixed
tier0,conf_0.05,0.05,8,0.4,0.6,0.5,0.75,0.3333333333333333,0.25142857142857145,mixed
tier0,conf_0.10,0.1,6,0.3,0.7,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.3,mixed
tier0,conf_0.15,0.15,2,0.1,0.9,0.0,0.5,0.0,0.0,mixed
tier0,conf_0.20,0.2,0,0.0,1.0,,,,,mixed
tier0,conf_0.25,0.25,0,0.0,1.0,,,,,mixed
tier0_tier1,trained,-0.037247222422969004,9,0.45,0.55,0.2222222222222222,0.3333333333333333,0.3,0.2,mixed
tier0_tier1,conf_0.00,0.0,8,0.4,0.6,0.25,0.375,0.375,0.2333333333333333,mixed
tier0_tier1,conf_0.05,0.05,5,0.25,0.75,0.0,0.2,0.0,0.0,mixed
tier0_tier1,conf_0.10,0.1,4,0.2,0.8,0.0,0.25,0.0,0.0,mixed
tier0_tier1,conf_0.15,0.15,2,0.1,0.9,0.0,0.5,0.0,0.0,mixed
tier0_tier1,conf_0.20,0.2,2,0.1,0.9,0.0,0.5,0.0,0.0,mixed
tier0_tier1,conf_0.25,0.25,2,0.1,0.9,0.0,0.5,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.00,0.0,13,0.65,0.35,0.15384615384615385,0.38461538461538464,0.13333333333333333,0.13,mixed
tier0_tier1_tier2,conf_0.05,0.05,9,0.45,0.55,0.0,0.3333333333333333,0.0,0.0,mixed
tier0_tier1_tier2,trained,0.07936760311399418,9,0.45,0.55,0.0,0.3333333333333333,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.10,0.1,8,0.4,0.6,0.0,0.25,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.15,0.15,3,0.15,0.85,0.0,0.0,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.20,0.2,3,0.15,0.85,0.0,0.0,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.25,0.25,3,0.15,0.85,0.0,0.0,0.0,0.0,mixed
