config,gate_label,confidence_threshold,n_kept,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,feature_profile
tier0,conf_0.00,0.0,13,0.65,0.35,0.3076923076923077,0.46153846153846156,0.2708333333333333,0.19047619047619047,mixed
tier0,conf_0.05,0.05,9,0.45,0.55,0.4444444444444444,0.5555555555555556,0.3125,0.21333333333333332,mixed
tier0,conf_0.10,0.1,7,0.35,0.65,0.5714285714285714,0.5714285714285714,0.4166666666666667,0.2333333333333333,mixed
tier0,trained,0.11111034346869997,6,0.3,0.7,0.5,0.5,0.25,0.13333333333333333,mixed
tier0,conf_0.15,0.15,5,0.25,0.75,0.6,0.6,0.375,0.15,mixed
tier0,conf_0.20,0.2,5,0.25,0.75,0.6,0.6,0.375,0.15,mixed
tier0,conf_0.25,0.25,4,0.2,0.8,0.75,0.75,0.5,0.17142857142857143,mixed
tier0_tier1,conf_0.00,0.0,15,0.75,0.25,0.13333333333333333,0.3333333333333333,0.25,0.10158730158730159,mixed
tier0_tier1,conf_0.05,0.05,12,0.6,0.4,0.16666666666666666,0.3333333333333333,0.26666666666666666,0.11666666666666665,mixed
tier0_tier1,trained,0.0677720190805106,11,0.55,0.44999999999999996,0.18181818181818182,0.36363636363636365,0.26666666666666666,0.13,mixed
tier0_tier1,conf_0.10,0.1,10,0.5,0.5,0.2,0.4,0.3,0.13714285714285715,mixed
tier0_tier1,conf_0.15,0.15,7,0.35,0.65,0.14285714285714285,0.2857142857142857,0.125,0.05714285714285714,mixed
tier0_tier1,conf_0.20,0.2,6,0.3,0.7,0.16666666666666666,0.3333333333333333,0.125,0.06666666666666667,mixed
tier0_tier1,conf_0.25,0.25,1,0.05,0.95,0.0,1.0,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.00,0.0,14,0.7,0.30000000000000004,0.35714285714285715,0.5714285714285714,0.45,0.33555555555555555,mixed
tier0_tier1_tier2,conf_0.05,0.05,11,0.55,0.44999999999999996,0.36363636363636365,0.45454545454545453,0.4333333333333333,0.3222222222222222,mixed
tier0_tier1_tier2,trained,0.08535474181038569,11,0.55,0.44999999999999996,0.36363636363636365,0.45454545454545453,0.4333333333333333,0.3222222222222222,mixed
tier0_tier1_tier2,conf_0.10,0.1,11,0.55,0.44999999999999996,0.36363636363636365,0.45454545454545453,0.4333333333333333,0.3222222222222222,mixed
tier0_tier1_tier2,conf_0.15,0.15,7,0.35,0.65,0.2857142857142857,0.42857142857142855,0.25,0.11428571428571428,mixed
tier0_tier1_tier2,conf_0.20,0.2,4,0.2,0.8,0.5,0.75,0.3333333333333333,0.13333333333333333,mixed
tier0_tier1_tier2,conf_0.25,0.25,1,0.05,0.95,0.0,0.0,0.0,0.0,mixed
