config,holdout_workload,case_id,workload,stressor,label,n_features,block_idx,block_start_s,block_end_s,score,pvalue,block_alert,persist_alert,threshold
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,0,0.0,90.0,0.00391833665490114,0.2506043513295729,0,0,0.011200606243405414
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,1,1.0,91.0,0.0038891510351285663,0.2506043513295729,0,0,0.011200606243405414
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,2,2.0,92.0,0.0038822124305162267,0.2506043513295729,0,0,0.011200606243405414
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,3,3.0,93.0,0.0038681477877965894,0.2506043513295729,0,0,0.011200606243405414
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,4,4.0,94.0,0.003861141694970567,0.2506043513295729,0,0,0.011200606243405414
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,5,5.0,95.0,0.003848591111742233,0.2506043513295729,0,0,0.011200606243405414
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,6,6.0,96.0,0.003847161250054492,0.2506043513295729,0,0,0.011200606243405414
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,7,7.0,97.0,0.0038429475004605525,0.2506043513295729,0,0,0.011200606243405414
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,8,8.0,98.0,0.0038132587984002005,0.2506043513295729,0,0,0.011200606243405414
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,9,9.0,99.0,0.0038011158893504265,0.2506043513295729,0,0,0.011200606243405414
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,10,10.0,100.0,0.0037955023497389163,0.2506043513295729,0,0,0.011200606243405414
tier0,ALL,BROWSER__ATOMIC,BROWSER,ATOMIC,1,46,11,11.0,101.0,0.003779759779497903,0.2506043513295729,0,0,0.011200606243405414
