config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile,diagnosis_target,diagnosis_mode,family_acc,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,mean_family_margin,median_family_margin,family_margin_tau,confidence_tau,status,min_class_count,min_group_count,group_key,include_workload
tier0,20,0.35,0.55,0.35,0.29848484848484846,0.02878494804614462,0.022896908588517756,mixed,feature_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1,20,0.35,0.7,0.35,0.2611965811965812,0.02023184043414243,0.013753496174633492,mixed,feature_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1_tier2,20,0.45,0.75,0.45,0.44119658119658123,0.018889591601268366,0.015124682319274357,mixed,feature_level,whole_run,,,,,,,,,,,,,,,,
tier0,20,0.2,0.6,0.2,0.2063636363636364,0.016439991759457477,0.013866517737921122,mixed,feature_level,post_alert_window,,,,,,,,,,,,,,,,
tier0_tier1,20,0.15,0.4,0.15,0.1282051282051282,0.044890854689692956,0.0169971756599549,mixed,feature_level,post_alert_window,,,,,,,,,,,,,,,,
tier0_tier1_tier2,20,0.15,0.5,0.15,0.15555555555555553,0.0373826050449003,0.01955341140934909,mixed,feature_level,post_alert_window,,,,,,,,,,,,,,,,
tier0,20,0.4,0.55,0.4,0.3549206349206349,-0.008578939828253482,0.005026063501986935,mixed,hierarchical,whole_run,0.55,0.45,0.55,0.4444444444444444,0.5555555555555556,0.5,0.29333333333333333,0.015909844693984404,0.015894027914506063,0.01161878346648102,0.09230539120449496,,,,,
tier0_tier1,20,0.25,0.65,0.25,0.1965367965367965,-0.001732776588099691,0.0008634753020601016,mixed,hierarchical,whole_run,0.35,0.75,0.25,0.26666666666666666,0.6666666666666666,0.26666666666666666,0.2126984126984127,0.021347016638731092,0.01923537002465886,0.010552899730382682,-0.07238861684124069,,,,,
tier0_tier1_tier2,20,0.45,0.75,0.45,0.4124675324675325,0.007035312748645575,0.004916304057631868,mixed,hierarchical,whole_run,0.35,0.5,0.5,0.6,0.9,0.6,0.5933333333333334,0.018139739546042054,0.014871315817376857,0.014223023972593809,0.11614065409617813,,,,,
tier0,20,0.4,0.6,0.4,0.36269841269841263,-0.017785191003531674,0.004778272824271276,mixed,hierarchical,post_alert_window,0.55,0.6,0.4,0.4166666666666667,0.6666666666666666,0.3333333333333333,0.29523809523809524,0.015909844693984404,0.015894027914506063,0.01161878346648102,-0.06947781646530696,,,,,
tier0_tier1,20,0.25,0.4,0.25,0.17272727272727273,-0.04014440320604369,-0.005153844755453468,mixed,hierarchical,post_alert_window,0.35,0.6,0.4,0.3333333333333333,0.5,0.26666666666666666,0.2333333333333333,0.021347016638731092,0.01923537002465886,0.010552899730382682,-0.16096749329910592,,,,,
tier0_tier1_tier2,20,0.15,0.5,0.15,0.12000000000000002,0.006944093548376502,0.010122443218101795,mixed,hierarchical,post_alert_window,0.35,0.6,0.4,0.08333333333333333,0.4166666666666667,0.06666666666666667,0.05714285714285714,0.018139739546042054,0.014871315817376857,0.014223023972593809,0.07396361494046505,,,,,
tier0,20,0.6,0.9,0.5,0.4218181818181818,0.0370429547426214,0.03777252790128287,mixed,family_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1,20,0.45,0.8,0.4166666666666667,0.3356643356643357,0.02793004242153203,0.02904440498403922,mixed,family_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1_tier2,20,0.5,0.75,0.5,0.4490842490842491,0.027619566769178316,0.02775837470007246,mixed,family_level,whole_run,,,,,,,,,,,,,,,,
tier0,20,,,,,,,mixed,supervised,whole_run,,,,,,,,,,,,skipped_insufficient_samples,4.0,4.0,base_case_id,1.0
tier0_tier1,20,,,,,,,mixed,supervised,whole_run,,,,,,,,,,,,skipped_insufficient_samples,4.0,4.0,base_case_id,1.0
tier0_tier1_tier2,20,,,,,,,mixed,supervised,whole_run,,,,,,,,,,,,skipped_insufficient_samples,4.0,4.0,base_case_id,1.0
