config,gate_label,confidence_threshold,n_kept,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,feature_profile
tier0,trained,-0.06947781646530696,12,0.6,0.4,0.4166666666666667,0.6666666666666666,0.3333333333333333,0.29523809523809524,mixed
tier0,conf_0.00,0.0,12,0.6,0.4,0.4166666666666667,0.6666666666666666,0.3333333333333333,0.29523809523809524,mixed
tier0,conf_0.05,0.05,8,0.4,0.6,0.375,0.625,0.26666666666666666,0.24000000000000005,mixed
tier0,conf_0.10,0.1,4,0.2,0.8,0.25,0.5,0.3333333333333333,0.2,mixed
tier0,conf_0.15,0.15,3,0.15,0.85,0.3333333333333333,0.6666666666666666,0.5,0.2,mixed
tier0,conf_0.20,0.2,1,0.05,0.95,0.0,1.0,0.0,0.0,mixed
tier0,conf_0.25,0.25,0,0.0,1.0,,,,,mixed
tier0_tier1,trained,-0.16096749329910592,12,0.6,0.4,0.3333333333333333,0.5,0.26666666666666666,0.24761904761904763,mixed
tier0_tier1,conf_0.00,0.0,10,0.5,0.5,0.3,0.5,0.29166666666666663,0.24761904761904763,mixed
tier0_tier1,conf_0.05,0.05,6,0.3,0.7,0.16666666666666666,0.5,0.16666666666666666,0.08,mixed
tier0_tier1,conf_0.10,0.1,5,0.25,0.75,0.0,0.4,0.0,0.0,mixed
tier0_tier1,conf_0.15,0.15,2,0.1,0.9,0.0,0.5,0.0,0.0,mixed
tier0_tier1,conf_0.20,0.2,2,0.1,0.9,0.0,0.5,0.0,0.0,mixed
tier0_tier1,conf_0.25,0.25,2,0.1,0.9,0.0,0.5,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.00,0.0,14,0.7,0.30000000000000004,0.07142857142857142,0.42857142857142855,0.06666666666666667,0.08,mixed
tier0_tier1_tier2,conf_0.05,0.05,10,0.5,0.5,0.0,0.4,0.0,0.0,mixed
tier0_tier1_tier2,trained,0.07396361494046505,9,0.45,0.55,0.0,0.3333333333333333,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.10,0.1,7,0.35,0.65,0.0,0.2857142857142857,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.15,0.15,4,0.2,0.8,0.0,0.25,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.20,0.2,4,0.2,0.8,0.0,0.25,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.25,0.25,4,0.2,0.8,0.0,0.25,0.0,0.0,mixed
