config,gate_label,confidence_threshold,n_kept,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,feature_profile
tier0,trained,-0.0625526016764642,16,0.8,0.19999999999999996,0.25,0.4375,0.2333333333333333,0.20317460317460317,full
tier0,conf_0.00,0.0,16,0.8,0.19999999999999996,0.25,0.4375,0.2333333333333333,0.20317460317460317,full
tier0,conf_0.05,0.05,10,0.5,0.5,0.2,0.3,0.16666666666666666,0.16,full
tier0,conf_0.10,0.1,6,0.3,0.7,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,full
tier0,conf_0.15,0.15,4,0.2,0.8,0.5,0.5,0.6666666666666666,0.3333333333333333,full
tier0,conf_0.20,0.2,3,0.15,0.85,0.3333333333333333,0.3333333333333333,0.5,0.2,full
tier0,conf_0.25,0.25,1,0.05,0.95,0.0,0.0,0.0,0.0,full
tier0_tier1,conf_0.00,0.0,11,0.55,0.44999999999999996,0.18181818181818182,0.5454545454545454,0.13333333333333333,0.1,full
tier0_tier1,conf_0.05,0.05,10,0.5,0.5,0.2,0.6,0.16666666666666666,0.11428571428571428,full
tier0_tier1,conf_0.10,0.1,9,0.45,0.55,0.2222222222222222,0.6666666666666666,0.25,0.13333333333333333,full
tier0_tier1,trained,0.10515760478381755,9,0.45,0.55,0.2222222222222222,0.6666666666666666,0.25,0.13333333333333333,full
tier0_tier1,conf_0.15,0.15,7,0.35,0.65,0.0,0.5714285714285714,0.0,0.0,full
tier0_tier1,conf_0.20,0.2,5,0.25,0.75,0.0,0.4,0.0,0.0,full
tier0_tier1,conf_0.25,0.25,4,0.2,0.8,0.0,0.5,0.0,0.0,full
tier0_tier1_tier2,trained,-0.1791992651473063,20,1.0,0.0,0.25,0.35,0.25,0.1811965811965812,full
tier0_tier1_tier2,conf_0.00,0.0,10,0.5,0.5,0.1,0.2,0.1,0.08,full
tier0_tier1_tier2,conf_0.05,0.05,5,0.25,0.75,0.0,0.0,0.0,0.0,full
tier0_tier1_tier2,conf_0.10,0.1,2,0.1,0.9,0.0,0.0,0.0,0.0,full
tier0_tier1_tier2,conf_0.15,0.15,2,0.1,0.9,0.0,0.0,0.0,0.0,full
tier0_tier1_tier2,conf_0.20,0.2,2,0.1,0.9,0.0,0.0,0.0,0.0,full
tier0_tier1_tier2,conf_0.25,0.25,2,0.1,0.9,0.0,0.0,0.0,0.0,full
