config,gate_label,confidence_threshold,n_kept,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,feature_profile
tier0,conf_0.00,0.0,17,0.85,0.15000000000000002,0.4117647058823529,0.5882352941176471,0.45,0.3466666666666667,full
tier0,conf_0.05,0.05,14,0.7,0.30000000000000004,0.42857142857142855,0.6428571428571429,0.4833333333333333,0.3555555555555555,full
tier0,conf_0.10,0.1,8,0.4,0.6,0.5,0.625,0.3125,0.2333333333333333,full
tier0,trained,0.12574218696235923,5,0.25,0.75,0.6,0.8,0.375,0.15,full
tier0,conf_0.15,0.15,5,0.25,0.75,0.6,0.8,0.375,0.15,full
tier0,conf_0.20,0.2,5,0.25,0.75,0.6,0.8,0.375,0.15,full
tier0,conf_0.25,0.25,4,0.2,0.8,0.75,1.0,0.5,0.17142857142857143,full
tier0_tier1,conf_0.00,0.0,13,0.65,0.35,0.15384615384615385,0.38461538461538464,0.16666666666666666,0.14666666666666667,full
tier0_tier1,trained,0.026184729291938658,11,0.55,0.44999999999999996,0.09090909090909091,0.36363636363636365,0.1,0.08,full
tier0_tier1,conf_0.05,0.05,6,0.3,0.7,0.0,0.3333333333333333,0.0,0.0,full
tier0_tier1,conf_0.10,0.1,5,0.25,0.75,0.0,0.2,0.0,0.0,full
tier0_tier1,conf_0.15,0.15,4,0.2,0.8,0.0,0.25,0.0,0.0,full
tier0_tier1,conf_0.20,0.2,1,0.05,0.95,0.0,0.0,0.0,0.0,full
tier0_tier1,conf_0.25,0.25,0,0.0,1.0,,,,,full
tier0_tier1_tier2,conf_0.00,0.0,17,0.85,0.15000000000000002,0.23529411764705882,0.35294117647058826,0.25,0.1657142857142857,full
tier0_tier1_tier2,conf_0.05,0.05,16,0.8,0.19999999999999996,0.25,0.375,0.25,0.17230769230769233,full
tier0_tier1_tier2,trained,0.08670028776207267,11,0.55,0.44999999999999996,0.2727272727272727,0.45454545454545453,0.2,0.1,full
tier0_tier1_tier2,conf_0.10,0.1,11,0.55,0.44999999999999996,0.2727272727272727,0.45454545454545453,0.2,0.1,full
tier0_tier1_tier2,conf_0.15,0.15,6,0.3,0.7,0.16666666666666666,0.3333333333333333,0.2,0.06666666666666667,full
tier0_tier1_tier2,conf_0.20,0.2,3,0.15,0.85,0.0,0.0,0.0,0.0,full
tier0_tier1_tier2,conf_0.25,0.25,2,0.1,0.9,0.0,0.0,0.0,0.0,full
